Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,03/12/2020 13:17:11
Disarm Time,03/12/2020 13:48:38
Duration,00:31:27
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
03/12/2020 13:17:14.080,Interval,12.49,30.29,56.1,0.37,13.25,277.0,253.0
03/12/2020 13:17:15.080,Interval,12.39,28.28,53.0,0.24,13.25,277.0,254.0
03/12/2020 13:17:16.080,Interval,12.70,30.68,56.4,0.42,13.25,277.0,254.0
03/12/2020 13:17:17.080,Interval,13.51,28.58,53.3,0.26,13.25,277.0,256.0
03/12/2020 13:17:18.080,Interval,14.05,31.20,57.0,0.42,13.25,277.0,251.0
03/12/2020 13:17:19.080,Interval,13.50,28.54,53.2,0.25,13.25,277.0,245.0
03/12/2020 13:17:20.080,Interval,13.08,30.52,56.1,0.38,13.25,277.0,248.0
03/12/2020 13:17:21.080,Interval,13.79,28.63,53.7,0.28,13.25,277.0,249.0
03/12/2020 13:17:22.080,Interval,13.81,31.39,57.4,0.45,13.25,277.0,253.0
03/12/2020 13:17:23.080,Interval,15.06,29.70,55.7,0.36,13.25,277.0,248.0
03/12/2020 13:17:24.080,Interval,15.68,32.78,58.7,0.48,13.25,277.0,257.0
03/12/2020 13:17:25.080,Interval,15.85,30.96,57.1,0.47,13.25,277.0,258.0
03/12/2020 13:17:26.080,Interval,15.22,32.68,57.9,0.48,13.25,277.0,254.0
03/12/2020 13:17:27.080,Interval,15.85,30.75,57.3,0.51,13.25,277.0,258.0
03/12/2020 13:17:28.080,Interval,15.21,32.34,57.4,0.47,13.25,277.0,261.0
03/12/2020 13:17:29.080,Interval,15.02,31.34,57.7,0.52,13.25,277.0,254.0
03/12/2020 13:17:30.080,Interval,14.26,30.77,55.2,0.36,13.25,277.0,256.0
03/12/2020 13:17:31.080,Interval,15.77,30.86,57.2,0.51,13.25,277.0,258.0
03/12/2020 13:17:32.080,Interval,15.34,30.24,54.7,0.35,13.25,277.0,258.0
03/12/2020 13:17:33.080,Interval,14.86,31.72,58.5,0.56,13.25,277.0,249.0
03/12/2020 13:17:34.080,Interval,15.65,30.95,56.0,0.45,13.25,277.0,258.0
03/12/2020 13:17:35.080,Interval,16.14,32.20,58.6,0.55,13.25,277.0,253.0
03/12/2020 13:17:36.080,Interval,16.08,29.48,54.6,0.27,13.25,277.0,256.0
03/12/2020 13:17:37.080,Interval,14.20,31.31,57.5,0.41,13.25,277.0,252.0
03/12/2020 13:17:38.080,Interval,13.11,28.76,53.9,0.23,13.26,277.0,256.0
03/12/2020 13:17:39.080,Interval,12.63,30.90,56.9,0.37,13.25,277.0,249.0
03/12/2020 13:17:40.080,Interval,13.17,28.13,52.9,0.21,13.26,277.0,274.0
03/12/2020 13:17:41.080,Interval,12.79,30.76,56.8,0.36,13.26,277.0,262.0
03/12/2020 13:17:42.080,Interval,11.65,28.04,52.7,0.19,13.26,277.0,255.0
03/12/2020 13:17:43.080,Interval,10.73,30.63,56.5,0.37,13.26,277.0,250.0
03/12/2020 13:17:44.080,Interval,12.30,28.62,54.1,0.27,13.26,277.0,265.0
03/12/2020 13:17:45.080,Interval,13.78,31.36,57.2,0.37,13.25,277.0,266.0
03/12/2020 13:17:46.080,Interval,12.96,28.26,54.3,0.19,13.25,277.0,276.0
03/12/2020 13:17:47.080,Interval,12.69,31.75,58.2,0.34,13.25,277.0,260.0
03/12/2020 13:17:48.080,Interval,13.19,30.01,57.0,0.31,13.25,277.0,264.0
03/12/2020 13:17:49.080,Interval,13.73,32.40,58.6,0.34,13.25,277.0,266.0
03/12/2020 13:17:50.080,Interval,12.88,30.11,57.5,0.36,13.26,277.0,269.0
03/12/2020 13:17:51.080,Interval,11.72,32.43,58.2,0.36,13.26,277.0,259.0
03/12/2020 13:17:52.080,Interval,10.45,30.69,58.3,0.37,13.26,277.0,258.0
03/12/2020 13:17:53.080,Interval,11.07,31.39,56.7,0.23,13.26,277.0,256.0
03/12/2020 13:17:54.080,Interval,11.55,30.34,57.9,0.35,13.25,277.0,256.0
03/12/2020 13:17:55.080,Interval,13.56,31.19,56.8,0.27,13.25,277.0,250.0
03/12/2020 13:17:56.080,Interval,13.73,32.12,60.6,0.43,13.25,277.0,250.0
03/12/2020 13:17:57.080,Interval,13.44,32.42,58.9,0.34,13.25,277.0,255.0
03/12/2020 13:17:58.080,Interval,13.33,33.63,61.9,0.48,13.25,277.0,256.0
03/12/2020 13:17:59.080,Interval,12.80,31.84,59.1,0.33,13.25,277.0,256.0
03/12/2020 13:18:00.080,Interval,13.30,33.77,61.5,0.46,13.25,277.0,261.0
03/12/2020 13:18:01.080,Interval,14.24,32.08,60.3,0.39,13.25,277.0,257.0
03/12/2020 13:18:02.080,Interval,15.01,33.99,60.7,0.40,13.25,277.0,257.0
03/12/2020 13:18:03.080,Interval,14.57,32.70,61.3,0.47,13.25,277.0,256.0
03/12/2020 13:18:04.080,Interval,14.08,33.07,59.8,0.37,13.25,277.0,258.0
03/12/2020 13:18:05.080,Interval,14.29,34.15,63.0,0.56,13.25,277.0,261.0
03/12/2020 13:18:06.080,Interval,15.24,33.35,61.2,0.38,13.26,277.0,254.0
03/12/2020 13:18:07.080,Interval,15.23,35.76,64.3,0.53,13.25,277.0,251.0
03/12/2020 13:18:08.080,Interval,15.53,34.12,63.1,0.49,13.25,277.0,259.0
