Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,03/12/2020 15:29:23
Disarm Time,03/12/2020 16:00:56
Duration,00:31:33
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
03/12/2020 15:29:25.080,Interval,12.49,29.40,52.4,0.24,12.70,277.0,274.0
03/12/2020 15:29:26.080,Interval,12.25,27.60,51.9,0.27,12.70,277.0,272.0
03/12/2020 15:29:27.080,Interval,11.38,28.76,51.5,0.21,12.70,277.0,273.0
03/12/2020 15:29:28.080,Interval,10.75,26.32,50.3,0.20,12.70,277.0,273.0
03/12/2020 15:29:29.080,Interval,10.33,28.83,52.2,0.23,12.70,277.0,264.0
03/12/2020 15:29:30.080,Interval,10.93,26.35,49.8,0.16,12.70,277.0,262.0
03/12/2020 15:29:31.080,Interval,12.01,29.18,53.1,0.30,12.70,277.0,251.0
03/12/2020 15:29:32.080,Interval,11.94,26.73,50.2,0.19,12.70,277.0,256.0
03/12/2020 15:29:33.080,Interval,11.72,29.31,53.2,0.30,12.70,277.0,270.0
03/12/2020 15:29:34.080,Interval,11.31,27.16,50.2,0.18,12.70,277.0,274.0
03/12/2020 15:29:35.080,Interval,10.14,29.05,53.2,0.32,12.70,277.0,274.0
03/12/2020 15:29:36.080,Interval,10.15,26.91,49.7,0.14,12.70,277.0,274.0
03/12/2020 15:29:37.080,Interval,11.73,29.09,53.7,0.36,12.70,277.0,271.0
03/12/2020 15:29:38.080,Interval,13.18,28.36,51.4,0.23,12.70,277.0,258.0
03/12/2020 15:29:39.080,Interval,13.88,29.98,54.9,0.40,12.70,277.0,268.0
03/12/2020 15:29:40.080,Interval,13.17,28.35,51.5,0.21,12.70,277.0,265.0
03/12/2020 15:29:41.080,Interval,12.76,29.48,54.1,0.38,12.70,277.0,269.0
03/12/2020 15:29:42.080,Interval,13.33,28.08,51.2,0.18,12.70,277.0,278.0
03/12/2020 15:29:43.080,Interval,13.48,30.06,55.5,0.40,12.70,277.0,271.0
03/12/2020 15:29:44.080,Interval,13.32,29.21,52.8,0.22,12.70,277.0,272.0
03/12/2020 15:29:45.080,Interval,12.99,30.54,55.9,0.41,12.70,277.0,270.0
03/12/2020 15:29:46.080,Interval,13.66,29.45,53.4,0.29,12.70,277.0,271.0
03/12/2020 15:29:47.080,Interval,13.96,31.18,56.2,0.43,12.70,277.0,270.0
03/12/2020 15:29:48.080,Interval,13.54,29.01,52.9,0.25,12.70,277.0,271.0
03/12/2020 15:29:49.080,Interval,13.32,30.90,55.7,0.41,12.70,277.0,261.0
03/12/2020 15:29:50.080,Interval,12.96,28.59,52.4,0.23,12.70,277.0,270.0
03/12/2020 15:29:51.080,Interval,12.24,30.42,55.1,0.36,12.70,277.0,272.0
03/12/2020 15:29:52.080,Interval,11.98,28.11,52.4,0.15,12.70,277.0,272.0
03/12/2020 15:29:53.080,Interval,11.93,30.96,56.5,0.36,12.70,277.0,270.0
03/12/2020 15:29:54.080,Interval,12.13,29.03,53.5,0.19,12.70,277.0,267.0
03/12/2020 15:29:55.080,Interval,12.10,31.27,56.5,0.37,12.70,277.0,268.0
03/12/2020 15:29:56.080,Interval,12.25,28.98,53.6,0.20,12.70,277.0,268.0
03/12/2020 15:29:57.080,Interval,12.17,31.08,56.4,0.32,12.70,277.0,274.0
03/12/2020 15:29:58.080,Interval,11.95,28.81,53.7,0.22,12.70,277.0,269.0
03/12/2020 15:29:59.080,Interval,12.38,31.36,56.7,0.37,12.70,277.0,271.0
03/12/2020 15:30:00.080,Interval,13.35,29.88,55.4,0.35,12.70,277.0,270.0
03/12/2020 15:30:01.080,Interval,13.78,32.37,57.5,0.38,12.70,277.0,269.0
03/12/2020 15:30:02.080,Interval,13.41,30.24,56.6,0.34,12.70,277.0,269.0
03/12/2020 15:30:03.080,Interval,13.45,32.64,58.2,0.34,12.70,277.0,270.0
03/12/2020 15:30:04.080,Interval,13.86,32.02,58.8,0.46,12.70,277.0,268.0
03/12/2020 15:30:05.080,Interval,13.80,32.56,57.6,0.32,12.70,277.0,265.0
03/12/2020 15:30:06.080,Interval,13.48,32.23,59.0,0.46,12.70,277.0,273.0
03/12/2020 15:30:07.080,Interval,13.20,31.60,56.6,0.27,12.70,277.0,273.0
03/12/2020 15:30:08.080,Interval,13.17,32.71,59.4,0.44,12.70,277.0,271.0
03/12/2020 15:30:09.080,Interval,13.23,31.34,56.7,0.28,12.70,277.0,273.0
03/12/2020 15:30:10.080,Interval,13.45,32.95,58.9,0.42,12.70,277.0,273.0
03/12/2020 15:30:11.080,Interval,13.04,30.57,56.7,0.30,12.70,277.0,274.0
03/12/2020 15:30:12.080,Interval,12.33,32.66,58.9,0.29,12.70,277.0,278.0
03/12/2020 15:30:13.080,Interval,12.46,31.11,58.3,0.28,12.70,277.0,272.0
03/12/2020 15:30:14.080,Interval,12.06,32.74,58.6,0.26,12.70,277.0,273.0
03/12/2020 15:30:15.080,Interval,11.73,31.43,59.0,0.35,12.70,277.0,273.0
03/12/2020 15:30:16.080,Interval,11.35,32.09,57.7,0.22,12.70,277.0,266.0
03/12/2020 15:30:17.080,Interval,11.55,31.62,59.1,0.34,12.70,277.0,268.0
03/12/2020 15:30:18.080,Interval,11.66,31.68,57.5,0.19,12.70,277.0,269.0
03/12/2020 15:30:19.080,Interval,11.44,32.46,59.6,0.36,12.70,277.0,268.0
