Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,03/12/2020 13:54:43
Disarm Time,03/12/2020 14:26:26
Duration,00:31:43
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
03/12/2020 13:54:46.080,Interval,16.90,27.34,50.5,0.36,13.18,277.0,267.0
03/12/2020 13:54:47.080,Interval,16.69,30.21,54.8,1.49,13.18,277.0,265.0
03/12/2020 13:54:48.080,Interval,15.96,25.70,48.1,0.27,13.18,277.0,264.0
03/12/2020 13:54:49.080,Interval,14.82,28.85,53.5,0.48,13.18,277.0,273.0
03/12/2020 13:54:50.080,Interval,14.41,27.01,49.5,0.33,13.18,277.0,274.0
03/12/2020 13:54:51.080,Interval,15.38,29.27,54.2,0.57,13.18,277.0,277.0
03/12/2020 13:54:52.080,Interval,16.64,29.71,53.0,0.50,13.18,277.0,269.0
03/12/2020 13:54:53.080,Interval,16.79,29.81,55.1,0.63,13.18,277.0,270.0
03/12/2020 13:54:54.080,Interval,17.14,30.58,54.3,0.53,13.18,277.0,267.0
03/12/2020 13:54:55.080,Interval,16.58,31.61,50.9,0.50,13.18,277.0,272.0
03/12/2020 13:54:56.080,Interval,16.85,28.83,52.3,0.48,13.18,277.0,272.0
03/12/2020 13:54:57.080,Interval,17.91,31.78,57.0,0.70,13.18,277.0,273.0
03/12/2020 13:54:58.080,Interval,18.08,30.28,54.2,0.55,13.18,277.0,275.0
03/12/2020 13:54:59.080,Interval,17.80,32.55,57.4,0.72,13.18,277.0,270.0
03/12/2020 13:55:00.080,Interval,17.55,30.25,54.5,0.59,13.18,277.0,267.0
03/12/2020 13:55:01.080,Interval,17.47,32.61,57.2,0.70,13.18,277.0,277.0
03/12/2020 13:55:02.080,Interval,17.49,31.40,58.6,0.57,13.18,277.0,276.0
03/12/2020 13:55:03.080,Interval,15.82,33.54,59.1,0.52,13.18,277.0,277.0
03/12/2020 13:55:04.080,Interval,16.03,32.07,59.2,0.61,13.18,277.0,277.0
03/12/2020 13:55:05.080,Interval,16.53,32.67,57.9,0.51,13.18,277.0,273.0
03/12/2020 13:55:06.080,Interval,16.30,32.86,59.7,0.65,13.18,277.0,277.0
03/12/2020 13:55:07.080,Interval,15.48,31.47,56.5,0.42,13.18,277.0,264.0
03/12/2020 13:55:08.080,Interval,15.19,32.33,58.7,0.56,13.18,277.0,281.0
03/12/2020 13:55:09.080,Interval,14.19,30.07,55.3,0.40,13.18,277.0,279.0
03/12/2020 13:55:10.080,Interval,14.85,32.62,59.1,0.60,13.18,277.0,262.0
03/12/2020 13:55:11.080,Interval,16.95,31.04,57.0,0.49,13.18,277.0,266.0
03/12/2020 13:55:12.080,Interval,15.89,33.52,60.3,0.52,13.18,277.0,277.0
03/12/2020 13:55:13.080,Interval,15.88,32.28,59.4,0.55,13.18,277.0,273.0
03/12/2020 13:55:14.080,Interval,15.73,33.49,59.3,0.49,13.18,277.0,266.0
03/12/2020 13:55:15.080,Interval,14.98,31.87,56.6,0.48,13.18,277.0,279.0
03/12/2020 13:55:16.080,Interval,14.98,32.40,58.6,0.48,13.18,277.0,273.0
03/12/2020 13:55:17.080,Interval,17.84,33.93,61.3,0.65,13.18,277.0,263.0
03/12/2020 13:55:18.080,Interval,16.58,32.33,58.2,0.45,13.18,277.0,267.0
03/12/2020 13:55:19.080,Interval,15.90,33.56,60.4,0.54,13.18,277.0,270.0
03/12/2020 13:55:20.080,Interval,15.38,31.07,51.6,0.34,13.18,277.0,268.0
03/12/2020 13:55:21.080,Interval,15.02,31.93,58.0,0.44,13.18,277.0,269.0
03/12/2020 13:55:22.080,Interval,14.34,29.58,56.7,0.30,13.18,277.0,265.0
03/12/2020 13:55:23.080,Interval,14.44,33.03,59.9,0.44,13.18,277.0,268.0
03/12/2020 13:55:24.080,Interval,14.66,31.98,59.9,0.50,13.18,277.0,268.0
03/12/2020 13:55:25.080,Interval,15.32,33.59,60.0,0.47,13.18,277.0,268.0
03/12/2020 13:55:26.080,Interval,16.11,33.71,61.9,0.60,13.18,277.0,267.0
03/12/2020 13:55:27.080,Interval,17.51,33.78,60.5,0.49,13.18,277.0,264.0
03/12/2020 13:55:28.080,Interval,15.97,35.30,63.2,0.62,13.18,277.0,267.0
03/12/2020 13:55:29.080,Interval,16.54,33.48,61.3,0.55,13.18,277.0,262.0
03/12/2020 13:55:30.080,Interval,16.19,34.35,60.9,0.50,13.18,277.0,265.0
03/12/2020 13:55:31.080,Interval,15.78,32.97,60.9,0.56,13.18,277.0,263.0
03/12/2020 13:55:32.080,Interval,15.46,34.07,61.6,0.48,13.18,277.0,278.0
03/12/2020 13:55:33.080,Interval,15.89,34.96,63.6,1.71,13.18,277.0,277.0
03/12/2020 13:55:34.080,Interval,15.84,32.72,60.2,0.40,13.18,277.0,261.0
03/12/2020 13:55:35.080,Interval,15.75,35.80,64.0,0.58,13.18,277.0,274.0
03/12/2020 13:55:36.080,Interval,16.66,33.92,62.6,0.57,13.18,277.0,267.0
03/12/2020 13:55:37.080,Interval,16.39,35.32,62.5,0.50,13.18,277.0,265.0
03/12/2020 13:55:38.080,Interval,16.26,35.51,64.4,0.68,13.18,277.0,267.0
03/12/2020 13:55:39.080,Interval,16.11,34.30,61.6,0.48,13.18,277.0,264.0
03/12/2020 13:55:40.080,Interval,15.59,36.01,64.1,0.60,13.18,277.0,262.0
