13:20:35.81,5.3,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:35.90,5.3,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:36.05,5.2,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:36.22,5.3,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:36.31,5.3,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:36.48,5.4,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:36.57,5.3,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:36.68,5.3,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:36.77,5.4,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:36.85,5.6,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:36.93,5.6,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:37.01,5.7,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:37.09,5.8,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:37.18,5.9,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:37.28,6.2,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:37.37,6.1,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:37.45,6.1,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:37.53,6.2,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:37.61,6.5,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:37.70,6.5,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:37.78,6.3,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:37.87,6.2,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:37.96,6.1,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:38.04,5.9,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:38.11,5.9,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:38.29,5.8,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:38.49,5.7,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:38.70,5.8,3,80.0,0.0,3.0,0.0,30.0,100.0
13:20:38.89,6.0,3,80.0,0.0,3.0,0.0,30.0,100.0
