Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,10/14/2020 15:02:26
Disarm Time,10/14/2020 15:33:48
Duration,00:31:22
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
10/14/2020 15:02:28,Interval,14.75,30.02,54.7,0.47,13.70,264.0,260.0
10/14/2020 15:02:29,Interval,14.27,29.65,54.4,0.47,13.70,264.0,262.0
10/14/2020 15:02:30,Interval,14.36,29.72,54.2,0.43,13.70,264.0,264.0
10/14/2020 15:02:31,Interval,13.97,29.57,54.3,0.42,13.70,264.0,264.0
10/14/2020 15:02:32,Interval,13.89,29.65,54.2,0.43,13.70,264.0,259.0
10/14/2020 15:02:33,Interval,13.86,29.37,54.1,0.41,13.70,264.0,260.0
10/14/2020 15:02:34,Interval,13.37,29.19,53.7,0.42,13.70,264.0,256.0
10/14/2020 15:02:35,Interval,13.44,29.32,53.8,0.44,13.70,264.0,260.0
10/14/2020 15:02:36,Interval,13.17,29.40,54.1,0.44,13.70,264.0,259.0
10/14/2020 15:02:37,Interval,13.43,29.51,54.2,0.44,13.70,264.0,266.0
10/14/2020 15:02:38,Interval,13.72,29.75,54.5,0.45,13.70,264.0,265.0
10/14/2020 15:02:39,Interval,14.24,29.84,54.6,0.47,13.70,264.0,261.0
10/14/2020 15:02:40,Interval,15.14,30.38,55.3,0.52,13.70,264.0,262.0
10/14/2020 15:02:41,Interval,14.92,30.22,55.0,0.49,13.70,264.0,260.0
10/14/2020 15:02:42,Interval,14.54,29.96,54.5,0.47,13.70,264.0,259.0
10/14/2020 15:02:43,Interval,14.29,29.97,55.6,0.44,13.70,264.0,258.0
10/14/2020 15:02:44,Interval,15.06,30.76,55.9,0.49,13.70,264.0,262.0
10/14/2020 15:02:45,Interval,14.78,30.97,56.6,0.50,13.70,264.0,261.0
10/14/2020 15:02:46,Interval,15.26,31.26,56.3,0.48,13.70,264.0,262.0
10/14/2020 15:02:47,Interval,15.21,30.97,56.3,0.51,13.70,264.0,265.0
10/14/2020 15:02:48,Interval,15.26,31.16,56.4,0.48,13.70,264.0,263.0
10/14/2020 15:02:49,Interval,15.13,31.15,56.6,0.52,13.70,264.0,262.0
10/14/2020 15:02:50,Interval,15.31,31.42,56.9,0.53,13.70,264.0,262.0
10/14/2020 15:02:51,Interval,16.08,31.70,57.3,0.51,13.70,264.0,266.0
10/14/2020 15:02:52,Interval,15.98,31.51,56.7,0.52,13.70,264.0,264.0
10/14/2020 15:02:53,Interval,15.34,31.62,57.8,0.49,13.70,264.0,265.0
10/14/2020 15:02:54,Interval,15.93,32.47,58.6,0.55,13.70,264.0,269.0
10/14/2020 15:02:55,Interval,15.97,32.52,59.1,0.57,13.70,264.0,266.0
10/14/2020 15:02:56,Interval,15.78,32.56,58.9,0.56,13.70,264.0,261.0
10/14/2020 15:02:57,Interval,15.34,32.77,59.0,0.56,13.70,264.0,263.0
10/14/2020 15:02:58,Interval,15.97,32.41,58.3,0.52,13.70,264.0,265.0
10/14/2020 15:02:59,Interval,15.48,32.54,58.6,0.54,13.70,264.0,266.0
10/14/2020 15:03:00,Interval,15.85,32.71,59.0,0.56,13.70,264.0,266.0
10/14/2020 15:03:01,Interval,15.55,32.23,58.1,0.51,13.70,264.0,268.0
10/14/2020 15:03:02,Interval,15.04,32.11,58.5,0.52,13.70,264.0,266.0
10/14/2020 15:03:03,Interval,15.48,32.57,59.5,0.53,13.70,264.0,267.0
10/14/2020 15:03:04,Interval,15.38,33.14,59.9,0.54,13.70,264.0,269.0
10/14/2020 15:03:05,Interval,14.80,33.15,60.1,0.50,13.70,264.0,269.0
10/14/2020 15:03:06,Interval,14.99,32.95,59.5,0.52,13.70,264.0,268.0
10/14/2020 15:03:07,Interval,15.29,32.96,60.0,0.53,13.70,264.0,268.0
10/14/2020 15:03:08,Interval,16.46,33.36,60.5,0.58,13.70,264.0,266.0
10/14/2020 15:03:09,Interval,15.95,33.47,60.4,0.57,13.70,264.0,267.0
10/14/2020 15:03:10,Interval,15.15,33.09,59.6,0.53,13.70,264.0,265.0
10/14/2020 15:03:11,Interval,15.02,33.07,59.8,0.51,13.70,264.0,264.0
10/14/2020 15:03:12,Interval,15.08,32.83,59.6,0.49,13.70,264.0,264.0
10/14/2020 15:03:13,Interval,15.15,33.16,60.8,0.47,13.70,264.0,266.0
10/14/2020 15:03:14,Interval,14.57,33.80,61.4,0.51,13.70,264.0,265.0
10/14/2020 15:03:15,Interval,15.18,34.00,62.0,0.56,13.70,264.0,259.0
10/14/2020 15:03:16,Interval,16.34,34.70,62.2,0.55,13.70,264.0,258.0
10/14/2020 15:03:17,Interval,15.72,34.57,61.8,0.56,13.70,264.0,259.0
10/14/2020 15:03:18,Interval,15.69,34.20,61.8,0.54,13.70,264.0,259.0
10/14/2020 15:03:19,Interval,15.55,34.39,62.3,0.60,13.70,264.0,258.0
10/14/2020 15:03:20,Interval,17.46,34.94,62.4,0.58,13.70,264.0,252.0
10/14/2020 15:03:21,Interval,17.29,35.15,63.3,0.67,13.70,264.0,261.0
10/14/2020 15:03:22,Interval,16.77,35.93,63.6,0.64,13.70,264.0,257.0
10/14/2020 15:03:23,Interval,16.57,35.44,63.5,0.57,13.70,264.0,258.0
10/14/2020 15:03:24,Interval,16.10,35.33,63.9,0.60,13.70,264.0,267.0
