#
>887.403,7.1,0,80.0,0.0,3.0,0.000,0.0,100.0
>887.602,7.2,0,80.0,0.0,3.0,0.000,0.0,100.0
>887.802,6.8,0,80.0,0.0,3.0,0.000,0.0,100.0
>888.002,6.8,0,80.0,0.0,3.0,0.000,0.0,100.0
>888.202,6.9,0,80.0,0.0,3.0,0.000,0.0,100.0
>888.403,6.5,0,80.0,0.0,3.0,0.000,0.0,100.0
>888.602,6.2,0,80.0,0.0,3.0,0.000,0.0,100.0
>888.803,5.4,0,80.0,0.0,3.0,0.000,0.0,100.0
>889.002,5.1,0,80.0,0.0,3.0,0.000,0.0,100.0
>889.202,4.8,0,80.0,0.0,3.0,0.000,0.0,100.0
>889.402,4.9,0,80.0,0.0,3.0,0.000,0.0,100.0
>889.602,4.8,0,80.0,0.0,3.0,0.000,0.0,100.0
>889.802,4.8,0,80.0,0.0,3.0,0.000,0.0,100.0
>890.003,5.1,0,80.0,0.0,3.0,0.000,0.0,100.0
>890.202,5.2,0,80.0,0.0,3.0,0.000,0.0,100.0
>890.402,5.5,0,80.0,0.0,3.0,0.000,0.0,100.0
>890.602,5.9,0,80.0,0.0,3.0,0.000,0.0,100.0
>890.802,5.9,0,80.0,0.0,3.0,0.000,0.0,100.0
>891.002,6.1,0,80.0,0.0,3.0,0.000,0.0,100.0
>891.203,6.1,0,80.0,0.0,3.0,0.000,0.0,100.0
>891.403,6.4,0,80.0,0.0,3.0,0.000,0.0,100.0
>891.602,6.6,0,80.0,0.0,3.0,0.000,0.0,100.0
>891.802,6.4,0,80.0,0.0,3.0,0.000,0.0,100.0
>892.002,6.0,0,80.0,0.0,3.0,0.000,0.0,100.0
>892.202,5.7,0,80.0,0.0,3.0,0.000,0.0,100.0
>892.403,6.0,0,80.0,0.0,3.0,0.000,0.0,100.0
>892.602,6.0,0,80.0,0.0,3.0,0.000,0.0,100.0
>892.803,6.1,0,80.0,0.0,3.0,0.000,0.0,100.0
>893.002,6.2,0,80.0,0.0,3.0,0.000,0.0,100.0
>893.202,6.2,0,80.0,0.0,3.0,0.000,0.0,100.0
>893.402,6.2,0,80.0,0.0,3.0,0.000,0.0,100.0
>893.602,6.1,0,80.0,0.0,3.0,0.000,0.0,100.0
>893.802,6.1,0,80.0,0.0,3.0,0.000,0.0,100.0
>894.003,5.7,0,80.0,0.0,3.0,0.000,0.0,100.0
>894.202,5.7,0,80.0,0.0,3.0,0.000,0.0,100.0
>894.402,5.8,0,80.0,0.0,3.0,0.000,0.0,100.0
>894.602,6.4,0,80.0,0.0,3.0,0.000,0.0,100.0
>894.802,6.4,0,80.0,0.0,3.0,0.000,0.0,100.0
>895.002,6.6,0,80.0,0.0,3.0,0.000,0.0,100.0
>895.203,6.7,0,80.0,0.0,3.0,0.000,0.0,100.0
>895.403,6.7,0,80.0,0.0,3.0,0.000,0.0,100.0
>895.602,6.4,0,80.0,0.0,3.0,0.000,0.0,100.0
>895.802,6.4,0,80.0,0.0,3.0,0.000,0.0,100.0
>896.002,6.4,0,80.0,0.0,3.0,0.000,0.0,100.0
>896.202,6.5,0,80.0,0.0,3.0,0.000,0.0,100.0
>896.403,6.2,0,80.0,0.0,3.0,0.000,0.0,100.0
>896.602,6.1,0,80.0,0.0,3.0,0.000,0.0,100.0
>896.802,5.8,0,80.0,0.0,3.0,0.000,0.0,100.0
>897.002,5.5,0,80.0,0.0,3.0,0.000,0.0,100.0
>897.202,5.4,0,80.0,0.0,3.0,0.000,0.0,100.0
>897.402,5.2,0,80.0,0.0,3.0,0.000,0.0,100.0
>897.602,4.9,0,80.0,0.0,3.0,0.000,0.0,100.0
>897.802,4.7,0,80.0,0.0,3.0,0.000,0.0,100.0
>898.003,4.3,0,80.0,0.0,3.0,0.000,0.0,100.0
>898.202,4.3,0,80.0,0.0,3.0,0.000,0.0,100.0
>898.402,4.3,0,80.0,0.0,3.0,0.000,0.0,100.0
>898.602,4.4,0,80.0,0.0,3.0,0.000,0.0,100.0
>898.802,4.4,0,80.0,0.0,3.0,0.000,0.0,100.0
