14:17:24.39,5.1,A,80.0,3.3,3.0,0.125,100.0,100.0
14:17:24.44,5.0,9,80.0,3.3,3.0,0.127,90.0,100.0
14:17:24.52,5.1,9,80.0,3.5,3.0,0.13,90.0,100.0
14:17:24.57,5.1,9,80.0,4.0,3.0,0.15,90.0,100.0
14:17:24.68,5.1,9,80.0,4.5,3.0,0.167,90.0,100.0
14:17:24.72,5.1,9,80.0,4.7,3.0,0.177,90.0,100.0
14:17:24.76,5.1,9,80.0,4.9,3.0,0.186,90.0,100.0
14:17:24.81,5.0,9,80.0,5.0,3.0,0.192,90.0,100.0
14:17:24.86,5.1,9,80.0,5.0,3.0,0.189,90.0,100.0
14:17:24.90,5.2,9,80.0,5.0,3.0,0.184,90.0,100.0
14:17:24.94,5.1,9,80.0,5.0,3.0,0.187,90.0,100.0
14:17:24.99,5.2,9,80.0,4.9,3.0,0.18,90.0,100.0
14:17:25.03,5.0,9,80.0,4.8,3.0,0.185,90.0,100.0
14:17:25.07,13.2,9,80.0,4.7,3.0,0.069,90.0,100.0
14:17:25.22,4.9,9,80.0,4.7,3.0,0.184,90.0,100.0
14:17:25.42,4.9,9,80.0,4.8,3.0,0.185,90.0,100.0
14:17:25.62,4.9,9,80.0,4.7,3.0,0.187,90.0,100.0
14:17:25.82,4.7,9,80.0,4.7,3.0,0.194,90.0,100.0
14:17:26.02,13.7,9,80.0,4.7,3.0,0.066,90.0,100.0
14:17:26.22,4.6,9,80.0,4.7,3.0,0.197,90.0,100.0
14:17:26.42,4.6,9,80.0,4.7,3.0,0.198,90.0,100.0
14:17:26.62,4.5,9,80.0,4.7,3.0,0.201,90.0,100.0
14:17:26.82,18.7,9,80.0,4.9,3.0,0.05,90.0,100.0
14:17:27.02,18.7,9,80.0,4.9,3.0,0.05,90.0,100.0
14:17:27.22,4.6,9,80.0,4.9,3.0,0.203,90.0,100.0
14:17:27.42,11.0,9,80.0,4.9,3.0,0.085,90.0,100.0
14:17:27.62,747.6,9,80.0,4.9,3.0,0.001,90.0,100.0
14:17:27.82,13.6,9,80.0,4.9,3.0,0.069,90.0,100.0
14:17:28.02,6.2,9,80.0,4.8,3.0,0.147,90.0,100.0
14:17:28.22,4.4,9,80.0,4.8,3.0,0.206,90.0,100.0
14:17:28.42,4.5,9,80.0,4.9,3.0,0.209,90.0,100.0
14:17:28.62,4.5,9,80.0,5.2,3.0,0.22,90.0,100.0
14:17:28.82,4.5,9,80.0,5.2,3.0,0.22,90.0,100.0
14:17:29.02,4.7,9,80.0,5.5,3.0,0.227,90.0,100.0
14:17:29.22,4.7,9,80.0,5.6,3.0,0.226,90.0,100.0
14:17:29.42,4.7,9,80.0,5.7,3.0,0.232,90.0,100.0
14:17:29.62,78.3,9,80.0,5.8,3.0,0.014,90.0,100.0
14:17:29.82,4.7,9,80.0,5.7,3.0,0.231,90.0,100.0
14:17:30.02,4.8,9,80.0,5.7,3.0,0.226,90.0,100.0
14:17:30.22,5.0,9,80.0,5.8,3.0,0.22,90.0,100.0
14:17:30.42,76.9,9,80.0,5.7,3.0,0.014,90.0,100.0
14:17:30.62,40.0,9,80.0,5.7,3.0,0.027,90.0,100.0
14:17:30.82,4.8,9,80.0,5.8,3.0,0.234,90.0,100.0
14:17:31.02,11.6,9,80.0,5.9,3.0,0.098,90.0,100.0
14:17:31.22,45.5,9,80.0,6.0,3.0,0.025,90.0,100.0
14:17:31.42,4.5,9,80.0,6.1,3.0,0.26,90.0,100.0
14:17:31.62,4.5,9,80.0,6.1,3.0,0.26,90.0,100.0
14:17:31.82,44.7,9,80.0,6.1,3.0,0.026,90.0,100.0
14:17:32.02,175.8,9,80.0,6.1,3.0,0.007,90.0,100.0
14:17:32.22,27.0,9,80.0,6.2,3.0,0.044,90.0,100.0
14:17:32.42,15.6,9,80.0,6.2,3.0,0.076,90.0,100.0
