Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,18/10/2020 13:19:38
Disarm Time,18/10/2020 13:51:28
Duration,00:31:50
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
18/10/2020 13:19:41,Interval,10.17,31.89,60.2,0.31,13.79,255.0,256.0
18/10/2020 13:19:42,Interval,10.11,31.79,59.6,0.29,13.79,255.0,257.0
18/10/2020 13:19:43,Interval,10.02,32.11,60.5,0.33,13.79,255.0,256.0
18/10/2020 13:19:44,Interval,9.92,32.45,60.4,0.37,13.79,255.0,249.0
18/10/2020 13:19:45,Interval,11.47,32.59,60.8,0.36,13.79,255.0,249.0
18/10/2020 13:19:46,Interval,12.13,32.20,60.5,0.36,13.79,255.0,255.0
18/10/2020 13:19:47,Interval,11.79,32.56,60.7,0.38,13.79,255.0,260.0
18/10/2020 13:19:48,Interval,11.55,32.51,60.9,0.37,13.79,255.0,250.0
18/10/2020 13:19:49,Interval,10.89,32.33,60.3,0.36,13.79,255.0,251.0
18/10/2020 13:19:50,Interval,11.65,32.49,60.7,0.38,13.79,255.0,245.0
18/10/2020 13:19:51,Interval,12.54,32.96,61.2,0.43,13.79,255.0,256.0
18/10/2020 13:19:52,Interval,12.02,32.93,61.2,0.41,13.79,255.0,249.0
18/10/2020 13:19:53,Interval,12.49,32.67,60.7,0.41,13.79,255.0,245.0
18/10/2020 13:19:54,Interval,11.52,32.54,60.7,0.36,13.79,255.0,240.0
18/10/2020 13:19:55,Interval,10.49,31.59,59.3,0.31,13.79,255.0,246.0
18/10/2020 13:19:56,Interval,10.97,32.16,60.2,0.36,13.79,255.0,246.0
18/10/2020 13:19:57,Interval,11.11,32.30,60.4,0.38,13.79,255.0,250.0
18/10/2020 13:19:58,Interval,9.96,32.27,60.3,0.36,13.79,255.0,250.0
18/10/2020 13:19:59,Interval,10.39,31.97,59.7,0.34,13.79,255.0,249.0
18/10/2020 13:20:00,Interval,10.35,31.70,59.4,0.32,13.79,255.0,252.0
18/10/2020 13:20:01,Interval,10.70,31.46,59.4,0.30,13.79,255.0,254.0
18/10/2020 13:20:02,Interval,10.25,31.74,59.4,0.31,13.79,255.0,250.0
18/10/2020 13:20:03,Interval,10.48,31.61,59.2,0.41,13.75,255.0,250.0
18/10/2020 13:20:04,Interval,10.43,29.03,53.4,0.33,13.79,255.0,252.0
18/10/2020 13:20:05,Interval,10.70,27.88,52.6,0.27,13.79,255.0,247.0
18/10/2020 13:20:06,Interval,10.50,27.68,52.2,0.27,13.79,255.0,251.0
18/10/2020 13:20:07,Interval,9.36,27.94,52.8,0.28,13.79,255.0,237.0
18/10/2020 13:20:08,Interval,9.74,27.59,52.1,0.26,13.79,255.0,254.0
18/10/2020 13:20:09,Interval,10.21,27.65,52.2,0.29,13.79,255.0,246.0
18/10/2020 13:20:10,Interval,9.86,27.38,52.0,0.26,13.79,255.0,247.0
18/10/2020 13:20:11,Interval,9.51,27.32,51.9,0.24,13.79,255.0,245.0
18/10/2020 13:20:12,Interval,9.48,27.36,52.1,0.26,13.79,255.0,252.0
18/10/2020 13:20:13,Interval,9.84,27.47,52.2,0.27,13.79,255.0,251.0
18/10/2020 13:20:14,Interval,10.24,28.22,53.7,0.23,13.79,255.0,261.0
18/10/2020 13:20:15,Interval,10.02,28.52,54.2,0.28,13.79,255.0,260.0
18/10/2020 13:20:16,Interval,10.16,28.65,54.2,0.29,13.79,255.0,256.0
18/10/2020 13:20:17,Interval,9.87,28.74,54.2,0.28,13.79,255.0,259.0
18/10/2020 13:20:18,Interval,10.44,28.81,54.1,0.27,13.79,255.0,253.0
18/10/2020 13:20:19,Interval,10.04,28.02,53.1,0.23,13.79,255.0,243.0
18/10/2020 13:20:20,Interval,11.67,28.12,53.6,0.24,13.79,255.0,262.0
18/10/2020 13:20:21,Interval,10.89,28.23,53.8,0.26,13.79,255.0,264.0
18/10/2020 13:20:22,Interval,10.30,28.16,53.4,0.21,13.79,255.0,262.0
18/10/2020 13:20:23,Interval,10.02,27.85,53.2,0.21,13.79,255.0,265.0
18/10/2020 13:20:24,Interval,9.08,28.80,55.2,0.23,13.79,255.0,263.0
18/10/2020 13:20:25,Interval,8.75,29.36,55.6,0.25,13.79,255.0,254.0
18/10/2020 13:20:26,Interval,9.77,29.52,56.1,0.29,13.79,255.0,257.0
18/10/2020 13:20:27,Interval,10.50,29.63,56.0,0.30,13.79,255.0,257.0
18/10/2020 13:20:28,Interval,10.76,29.69,56.4,0.28,13.79,255.0,246.0
18/10/2020 13:20:29,Interval,10.22,29.73,56.1,0.31,13.79,255.0,247.0
18/10/2020 13:20:30,Interval,10.11,30.39,57.0,0.34,13.79,255.0,245.0
18/10/2020 13:20:31,Interval,11.07,30.42,57.2,0.35,13.79,255.0,255.0
18/10/2020 13:20:32,Interval,11.25,30.45,56.8,0.31,13.79,255.0,246.0
18/10/2020 13:20:33,Interval,10.99,29.99,56.7,0.34,13.79,255.0,247.0
18/10/2020 13:20:34,Interval,10.77,30.73,57.8,0.28,13.79,255.0,247.0
18/10/2020 13:20:35,Interval,10.01,31.12,58.5,0.34,13.79,255.0,249.0
18/10/2020 13:20:36,Interval,9.99,31.64,58.9,0.34,13.79,255.0,241.0
18/10/2020 13:20:37,Interval,10.05,32.20,60.3,0.42,13.79,255.0,244.0
