Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,20/10/2020 13:53:51
Disarm Time,20/10/2020 14:31:12
Duration,00:37:21
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
20/10/2020 13:53:53,Interval,9.42,26.81,51.6,0.24,13.95,270.0,269.0
20/10/2020 13:53:54,Interval,9.79,26.60,50.9,0.22,13.95,270.0,273.0
20/10/2020 13:53:55,Interval,10.22,26.61,51.1,0.23,13.95,270.0,276.0
20/10/2020 13:53:56,Interval,10.15,26.67,51.3,0.21,13.95,270.0,269.0
20/10/2020 13:53:57,Interval,10.37,26.86,51.4,0.23,13.95,270.0,268.0
20/10/2020 13:53:58,Interval,10.39,27.06,51.7,0.22,13.95,270.0,270.0
20/10/2020 13:53:59,Interval,10.52,26.97,52.0,0.26,13.95,270.0,275.0
20/10/2020 13:54:00,Interval,10.13,27.46,52.2,0.24,13.95,270.0,275.0
20/10/2020 13:54:01,Interval,10.31,27.09,51.6,0.23,13.95,270.0,282.0
20/10/2020 13:54:02,Interval,10.17,27.02,51.6,0.25,13.95,270.0,283.0
20/10/2020 13:54:03,Interval,10.32,26.92,51.5,0.24,13.95,270.0,282.0
20/10/2020 13:54:04,Interval,10.33,27.27,52.0,0.24,13.95,270.0,280.0
20/10/2020 13:54:05,Interval,10.65,27.13,51.6,0.25,13.95,270.0,286.0
20/10/2020 13:54:06,Interval,10.06,27.18,52.1,0.27,13.95,270.0,274.0
20/10/2020 13:54:07,Interval,10.41,27.18,51.9,0.29,13.95,270.0,279.0
20/10/2020 13:54:08,Interval,9.86,27.25,52.4,0.22,13.95,270.0,276.0
20/10/2020 13:54:09,Interval,9.66,27.23,52.1,0.20,13.95,270.0,277.0
20/10/2020 13:54:10,Interval,9.47,26.95,51.8,0.19,13.95,270.0,280.0
20/10/2020 13:54:11,Interval,9.70,26.98,51.9,0.21,13.95,270.0,287.0
20/10/2020 13:54:12,Interval,10.91,27.06,52.0,0.19,13.95,270.0,285.0
20/10/2020 13:54:13,Interval,10.50,27.56,52.8,0.23,13.95,270.0,286.0
20/10/2020 13:54:14,Interval,10.21,27.69,52.8,0.23,13.95,270.0,289.0
20/10/2020 13:54:15,Interval,10.89,27.85,53.1,0.25,13.95,270.0,290.0
20/10/2020 13:54:16,Interval,11.47,27.43,52.4,0.21,13.95,270.0,292.0
20/10/2020 13:54:17,Interval,10.43,27.54,53.0,0.25,13.95,270.0,293.0
20/10/2020 13:54:18,Interval,10.40,28.83,54.9,0.26,13.95,270.0,288.0
20/10/2020 13:54:19,Interval,11.04,29.53,56.0,0.32,13.95,270.0,272.0
20/10/2020 13:54:20,Interval,10.94,29.30,55.2,0.29,13.95,270.0,271.0
20/10/2020 13:54:21,Interval,10.99,29.00,55.0,0.28,13.95,270.0,271.0
20/10/2020 13:54:22,Interval,10.28,28.55,54.3,0.24,13.95,270.0,276.0
20/10/2020 13:54:23,Interval,10.21,28.69,54.9,0.24,13.95,270.0,268.0
20/10/2020 13:54:24,Interval,9.55,28.60,54.4,0.22,13.95,270.0,277.0
20/10/2020 13:54:25,Interval,9.49,28.37,54.2,0.22,13.95,270.0,266.0
20/10/2020 13:54:26,Interval,8.85,28.01,53.6,0.21,13.95,270.0,264.0
20/10/2020 13:54:27,Interval,8.74,28.07,54.1,0.23,13.95,270.0,271.0
20/10/2020 13:54:28,Interval,8.93,28.36,54.9,0.17,13.95,270.0,265.0
20/10/2020 13:54:29,Interval,9.48,28.84,55.5,0.21,13.95,270.0,272.0
20/10/2020 13:54:30,Interval,9.64,28.98,55.7,0.22,13.95,270.0,282.0
20/10/2020 13:54:31,Interval,9.80,29.19,55.9,0.22,13.95,270.0,276.0
20/10/2020 13:54:32,Interval,10.23,29.15,55.8,0.22,13.95,270.0,289.0
20/10/2020 13:54:33,Interval,10.28,28.94,55.7,0.20,13.95,270.0,286.0
20/10/2020 13:54:34,Interval,9.09,28.52,54.9,0.16,13.95,270.0,291.0
20/10/2020 13:54:35,Interval,8.69,28.36,54.8,0.19,13.95,270.0,291.0
20/10/2020 13:54:36,Interval,9.08,28.34,54.6,0.17,13.95,270.0,295.0
20/10/2020 13:54:37,Interval,9.86,28.36,54.8,0.18,13.95,270.0,297.0
20/10/2020 13:54:38,Interval,9.24,28.88,56.2,0.14,13.95,270.0,278.0
20/10/2020 13:54:39,Interval,8.56,29.28,57.0,0.22,13.95,270.0,279.0
20/10/2020 13:54:40,Interval,8.44,29.48,56.7,0.19,13.95,270.0,286.0
20/10/2020 13:54:41,Interval,8.63,29.42,56.9,0.19,13.95,270.0,285.0
20/10/2020 13:54:42,Interval,8.57,29.32,56.4,0.18,13.95,270.0,286.0
20/10/2020 13:54:43,Interval,9.16,29.51,57.3,0.21,13.95,270.0,286.0
20/10/2020 13:54:44,Interval,9.74,29.83,57.2,0.19,13.95,270.0,292.0
20/10/2020 13:54:45,Interval,9.81,29.76,57.6,0.21,13.95,270.0,288.0
20/10/2020 13:54:46,Interval,9.73,30.04,57.5,0.21,13.95,270.0,288.0
20/10/2020 13:54:47,Interval,9.25,29.96,57.6,0.22,13.95,270.0,287.0
20/10/2020 13:54:48,Interval,9.27,30.59,58.6,0.22,13.95,270.0,280.0
20/10/2020 13:54:49,Interval,8.86,30.68,59.0,0.21,13.94,270.0,285.0
