Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,20/10/2020 13:17:18
Disarm Time,20/10/2020 13:51:47
Duration,00:34:29
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
20/10/2020 13:17:21,Interval,8.92,28.36,54.1,0.24,13.97,270.0,266.0
20/10/2020 13:17:22,Interval,10.07,28.52,54.6,0.24,13.98,270.0,270.0
20/10/2020 13:17:23,Interval,11.79,28.87,54.8,0.25,13.98,270.0,267.0
20/10/2020 13:17:24,Interval,11.10,28.70,55.0,0.24,13.98,270.0,278.0
20/10/2020 13:17:25,Interval,10.69,28.51,54.4,0.22,13.98,270.0,282.0
20/10/2020 13:17:26,Interval,10.92,28.67,55.0,0.28,13.98,270.0,281.0
20/10/2020 13:17:27,Interval,11.33,28.68,54.8,0.23,13.98,270.0,271.0
20/10/2020 13:17:28,Interval,10.66,28.61,54.5,0.24,13.98,270.0,270.0
20/10/2020 13:17:29,Interval,10.21,28.37,54.4,0.22,13.98,270.0,272.0
20/10/2020 13:17:30,Interval,10.41,28.65,54.9,0.24,13.98,270.0,272.0
20/10/2020 13:17:31,Interval,10.22,28.42,54.4,0.23,13.98,270.0,274.0
20/10/2020 13:17:32,Interval,10.14,28.39,54.3,0.22,13.98,270.0,284.0
20/10/2020 13:17:33,Interval,10.60,28.16,54.1,0.19,13.98,270.0,278.0
20/10/2020 13:17:34,Interval,10.30,28.72,54.9,0.24,13.98,270.0,275.0
20/10/2020 13:17:35,Interval,10.59,28.77,53.9,0.27,13.98,270.0,274.0
20/10/2020 13:17:36,Interval,11.04,28.15,53.4,0.24,13.98,270.0,265.0
20/10/2020 13:17:37,Interval,10.33,28.06,53.4,0.25,13.98,270.0,280.0
20/10/2020 13:17:38,Interval,10.61,28.24,53.6,0.25,13.98,270.0,267.0
20/10/2020 13:17:39,Interval,11.39,28.12,53.1,0.25,13.98,270.0,265.0
20/10/2020 13:17:40,Interval,10.75,28.21,53.7,0.26,13.98,270.0,265.0
20/10/2020 13:17:41,Interval,10.69,27.75,52.8,0.22,13.98,270.0,249.0
20/10/2020 13:17:42,Interval,9.87,27.50,52.8,0.23,13.98,270.0,255.0
20/10/2020 13:17:43,Interval,9.93,27.62,52.6,0.22,13.98,270.0,252.0
20/10/2020 13:17:44,Interval,10.08,27.52,53.0,0.24,13.98,270.0,256.0
20/10/2020 13:17:45,Interval,9.71,27.80,53.5,0.18,13.98,270.0,259.0
20/10/2020 13:17:46,Interval,9.82,28.29,54.3,0.22,13.98,270.0,255.0
20/10/2020 13:17:47,Interval,9.53,28.63,54.7,0.24,13.98,270.0,253.0
20/10/2020 13:17:48,Interval,10.04,28.57,54.8,0.24,13.98,270.0,272.0
20/10/2020 13:17:49,Interval,9.59,28.67,54.4,0.20,13.98,270.0,276.0
20/10/2020 13:17:50,Interval,9.74,28.28,54.1,0.22,13.98,270.0,297.0
20/10/2020 13:17:51,Interval,9.21,28.50,54.4,0.21,13.98,270.0,288.0
20/10/2020 13:17:52,Interval,9.45,28.20,54.3,0.20,13.98,270.0,285.0
20/10/2020 13:17:53,Interval,9.41,29.06,55.2,0.27,13.98,270.0,285.0
20/10/2020 13:17:54,Interval,9.79,28.90,54.9,0.23,13.98,270.0,282.0
20/10/2020 13:17:55,Interval,10.38,28.86,55.4,0.17,13.98,270.0,284.0
20/10/2020 13:17:56,Interval,10.25,30.46,58.1,0.33,13.99,270.0,282.0
20/10/2020 13:17:57,Interval,10.90,31.15,58.5,0.34,13.98,270.0,277.0
20/10/2020 13:17:58,Interval,11.96,31.06,58.2,0.31,13.98,270.0,274.0
20/10/2020 13:17:59,Interval,11.92,30.40,57.4,0.32,13.98,270.0,273.0
20/10/2020 13:18:00,Interval,11.02,30.11,57.2,0.30,13.98,270.0,283.0
20/10/2020 13:18:01,Interval,10.89,30.81,58.2,0.34,13.98,270.0,294.0
20/10/2020 13:18:02,Interval,12.32,31.29,58.4,0.36,13.98,270.0,276.0
20/10/2020 13:18:03,Interval,12.39,31.12,58.2,0.32,13.98,270.0,279.0
20/10/2020 13:18:04,Interval,11.97,30.99,58.4,0.36,13.98,270.0,281.0
20/10/2020 13:18:05,Interval,11.86,30.69,58.3,0.26,13.98,270.0,282.0
20/10/2020 13:18:06,Interval,11.54,31.16,58.9,0.30,13.98,270.0,286.0
20/10/2020 13:18:07,Interval,10.59,31.17,58.6,0.29,13.98,270.0,286.0
20/10/2020 13:18:08,Interval,11.45,31.01,58.8,0.30,13.98,270.0,285.0
20/10/2020 13:18:09,Interval,10.84,30.97,58.5,0.26,13.98,270.0,273.0
20/10/2020 13:18:10,Interval,11.48,31.38,59.2,0.29,13.98,270.0,263.0
20/10/2020 13:18:11,Interval,11.24,31.17,59.2,0.29,13.98,270.0,264.0
20/10/2020 13:18:12,Interval,10.99,31.40,59.2,0.31,13.98,270.0,263.0
20/10/2020 13:18:13,Interval,11.19,31.22,58.9,0.28,13.98,270.0,264.0
20/10/2020 13:18:14,Interval,10.99,30.97,58.7,0.24,13.98,270.0,267.0
20/10/2020 13:18:15,Interval,11.22,31.04,59.7,0.24,13.98,270.0,268.0
20/10/2020 13:18:16,Interval,10.89,31.78,60.3,0.27,13.98,270.0,268.0
20/10/2020 13:18:17,Interval,10.93,31.63,60.0,0.25,13.98,270.0,268.0
