Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,24/07/2020 13:02:00
Disarm Time,24/07/2020 13:22:53
Duration,00:20:53
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
24/07/2020 13:02:03,Interval,16.09,6.79,9.9,0.26,12.74,270.0,276.0
24/07/2020 13:02:04,Interval,14.86,5.43,8.1,0.22,12.74,270.0,277.0
24/07/2020 13:02:05,Interval,13.91,4.87,7.4,0.23,12.74,270.0,280.0
24/07/2020 13:02:06,Interval,14.49,5.50,9.4,0.28,12.74,270.0,278.0
24/07/2020 13:02:07,Interval,13.89,6.84,11.3,0.34,12.74,270.0,276.0
24/07/2020 13:02:08,Interval,14.61,8.07,13.4,0.42,12.74,270.0,278.0
24/07/2020 13:02:09,Interval,14.34,8.44,12.6,0.38,12.74,270.0,275.0
24/07/2020 13:02:10,Interval,14.11,6.75,10.2,0.29,12.74,270.0,281.0
24/07/2020 13:02:11,Interval,14.42,5.57,8.4,0.25,12.74,270.0,272.0
24/07/2020 13:02:12,Interval,14.84,4.87,8.0,0.25,12.74,270.0,280.0
24/07/2020 13:02:13,Interval,15.27,5.54,9.2,0.27,12.74,270.0,269.0
24/07/2020 13:02:14,Interval,15.37,6.20,10.4,0.32,12.74,270.0,274.0
24/07/2020 13:02:15,Interval,15.77,7.84,13.4,0.43,12.74,270.0,278.0
24/07/2020 13:02:16,Interval,14.80,9.20,14.3,0.43,12.74,270.0,277.0
24/07/2020 13:02:17,Interval,14.54,8.22,12.0,0.35,12.74,270.0,276.0
24/07/2020 13:02:18,Interval,14.02,6.14,8.9,0.26,12.74,270.0,275.0
24/07/2020 13:02:19,Interval,15.39,4.89,7.2,0.20,12.74,270.0,273.0
24/07/2020 13:02:20,Interval,14.35,3.94,6.0,0.19,12.74,270.0,273.0
24/07/2020 13:02:21,Interval,14.66,3.68,6.5,0.20,12.74,270.0,268.0
24/07/2020 13:02:22,Interval,15.20,4.97,8.3,0.23,12.74,270.0,264.0
24/07/2020 13:02:23,Interval,14.69,5.95,10.3,0.32,12.74,270.0,269.0
24/07/2020 13:02:24,Interval,14.78,7.91,13.1,0.40,12.74,270.0,272.0
24/07/2020 13:02:25,Interval,14.85,8.36,13.0,0.39,12.74,270.0,272.0
24/07/2020 13:02:26,Interval,14.21,7.66,11.1,0.31,12.74,270.0,271.0
24/07/2020 13:02:27,Interval,13.51,6.07,8.8,0.25,12.74,270.0,271.0
24/07/2020 13:02:28,Interval,14.19,5.06,7.6,0.23,12.74,270.0,276.0
24/07/2020 13:02:29,Interval,14.04,4.38,6.6,0.19,12.74,270.0,272.0
24/07/2020 13:02:30,Interval,13.90,4.28,6.9,0.20,12.74,270.0,268.0
24/07/2020 13:02:31,Interval,13.70,4.58,7.5,0.23,12.74,270.0,272.0
24/07/2020 13:02:32,Interval,13.60,5.15,8.7,0.28,12.74,270.0,275.0
24/07/2020 13:02:33,Interval,13.68,5.99,10.2,0.32,12.74,270.0,274.0
24/07/2020 13:02:34,Interval,13.45,7.14,11.6,0.34,12.74,270.0,275.0
24/07/2020 13:02:35,Interval,14.69,7.95,12.2,0.35,12.74,270.0,261.0
24/07/2020 13:02:36,Interval,15.28,6.94,10.2,0.30,12.74,270.0,270.0
24/07/2020 13:02:37,Interval,14.81,5.68,8.4,0.23,12.74,270.0,287.0
24/07/2020 13:02:38,Interval,15.25,4.54,6.8,0.23,12.74,270.0,271.0
24/07/2020 13:02:39,Interval,14.23,4.20,6.4,0.19,12.74,270.0,277.0
24/07/2020 13:02:40,Interval,13.50,4.24,7.3,0.25,12.74,270.0,278.0
24/07/2020 13:02:41,Interval,13.88,5.55,10.2,0.31,12.74,270.0,273.0
24/07/2020 13:02:42,Interval,14.11,8.37,13.4,0.38,12.74,270.0,273.0
24/07/2020 13:02:43,Interval,15.43,9.33,15.3,0.44,12.74,270.0,279.0
24/07/2020 13:02:44,Interval,16.20,9.59,14.6,0.44,12.74,270.0,279.0
24/07/2020 13:02:45,Interval,15.93,7.99,11.9,0.35,12.74,270.0,280.0
24/07/2020 13:02:46,Interval,16.05,6.84,10.8,0.30,12.74,270.0,281.0
24/07/2020 13:02:47,Interval,16.68,6.89,11.2,0.33,12.74,270.0,277.0
24/07/2020 13:02:48,Interval,16.01,7.98,13.5,0.41,12.74,270.0,279.0
24/07/2020 13:02:49,Interval,15.93,9.30,22.2,0.01,12.74,270.0,280.0
24/07/2020 13:02:50,Interval,15.08,16.29,34.9,0.01,12.74,270.0,282.0
24/07/2020 13:02:51,Interval,15.67,22.26,44.9,0.01,12.74,270.0,280.0
24/07/2020 13:02:52,Interval,15.86,30.13,62.7,-0.01,12.74,270.0,281.0
24/07/2020 13:02:53,Interval,15.28,38.57,78.5,-0.01,12.74,270.0,283.0
24/07/2020 13:02:54,Interval,14.96,49.60,100.6,-0.01,12.74,270.0,282.0
24/07/2020 13:02:55,Interval,14.79,62.67,127.1,-0.02,12.74,270.0,282.0
24/07/2020 13:02:56,Interval,14.80,80.59,163.4,-0.01,12.74,270.0,281.0
24/07/2020 13:02:57,Interval,14.21,100.82,187.9,0.00,12.74,270.0,283.0
24/07/2020 13:02:58,Interval,13.84,120.42,201.1,1.08,12.74,270.0,284.0
24/07/2020 13:02:59,Interval,14.94,125.08,198.9,1.28,12.74,270.0,283.0
