Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,24/07/2020 15:11:28
Disarm Time,24/07/2020 15:17:20
Duration,00:05:52
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
24/07/2020 15:11:31,Interval,13.52,75.29,135.2,0.92,12.79,270.0,286.0
24/07/2020 15:11:32,Interval,13.43,74.72,134.1,0.70,12.79,270.0,291.0
24/07/2020 15:11:33,Interval,12.92,74.16,134.0,0.66,12.79,270.0,291.0
24/07/2020 15:11:34,Interval,12.01,75.00,134.2,0.68,12.79,270.0,284.0
24/07/2020 15:11:35,Interval,12.47,73.19,134.2,0.41,12.79,270.0,293.0
24/07/2020 15:11:36,Interval,11.90,74.65,133.9,0.68,12.79,270.0,297.0
24/07/2020 15:11:37,Interval,13.13,74.86,134.5,0.78,12.79,270.0,296.0
24/07/2020 15:11:38,Interval,12.60,75.04,134.6,0.74,12.79,270.0,298.0
24/07/2020 15:11:39,Interval,12.47,76.00,135.3,1.10,12.79,270.0,289.0
24/07/2020 15:11:40,Interval,14.72,76.48,134.8,1.16,12.79,270.0,291.0
24/07/2020 15:11:41,Interval,14.56,76.72,134.9,1.08,12.79,270.0,290.0
24/07/2020 15:11:42,Interval,15.34,76.61,134.4,0.92,12.79,270.0,294.0
24/07/2020 15:11:43,Interval,14.91,75.98,134.9,1.10,12.79,270.0,293.0
24/07/2020 15:11:44,Interval,14.21,74.74,134.6,0.72,12.79,270.0,297.0
24/07/2020 15:11:45,Interval,13.96,75.32,135.2,0.94,12.79,270.0,287.0
24/07/2020 15:11:46,Interval,13.67,74.44,135.0,0.61,12.79,270.0,287.0
24/07/2020 15:11:47,Interval,13.65,74.06,135.0,0.92,12.79,270.0,298.0
24/07/2020 15:11:48,Interval,15.02,76.46,134.9,0.99,12.79,270.0,300.0
24/07/2020 15:11:49,Interval,14.72,75.01,136.2,1.02,12.78,270.0,296.0
24/07/2020 15:11:50,Interval,14.73,77.03,135.3,1.16,12.79,270.0,286.0
24/07/2020 15:11:51,Interval,14.33,76.95,135.1,1.17,12.78,270.0,289.0
24/07/2020 15:11:52,Interval,14.51,76.92,135.6,1.21,12.79,270.0,283.0
24/07/2020 15:11:53,Interval,13.90,77.43,136.2,1.24,12.79,270.0,266.0
24/07/2020 15:11:54,Interval,14.24,77.76,134.8,1.30,12.79,270.0,273.0
24/07/2020 15:11:55,Interval,15.80,77.01,135.4,1.27,12.79,270.0,281.0
24/07/2020 15:11:56,Interval,15.93,76.86,134.8,0.99,12.79,270.0,275.0
24/07/2020 15:11:57,Interval,15.72,75.95,134.6,0.96,12.78,270.0,286.0
24/07/2020 15:11:58,Interval,14.78,75.83,134.5,0.95,12.79,270.0,279.0
24/07/2020 15:11:59,Interval,14.64,74.48,134.5,0.75,12.78,270.0,281.0
24/07/2020 15:12:00,Interval,14.92,74.70,134.7,0.79,12.78,270.0,278.0
24/07/2020 15:12:01,Interval,13.15,74.91,134.6,0.88,12.78,270.0,284.0
24/07/2020 15:12:02,Interval,12.21,75.36,134.0,0.94,12.78,270.0,273.0
24/07/2020 15:12:03,Interval,12.16,75.43,133.9,0.83,12.78,270.0,261.0
24/07/2020 15:12:04,Interval,12.36,75.55,134.7,0.94,12.79,270.0,269.0
24/07/2020 15:12:05,Interval,12.91,76.03,134.7,1.02,12.78,270.0,278.0
24/07/2020 15:12:06,Interval,12.34,75.91,134.1,0.87,12.78,270.0,272.0
24/07/2020 15:12:07,Interval,12.31,74.60,134.5,0.55,12.78,270.0,271.0
24/07/2020 15:12:08,Interval,10.85,74.86,135.3,0.94,12.79,270.0,268.0
24/07/2020 15:12:09,Interval,12.85,76.40,135.0,1.20,12.78,270.0,273.0
24/07/2020 15:12:10,Interval,13.33,76.04,135.1,0.99,12.78,270.0,279.0
24/07/2020 15:12:11,Interval,15.10,77.05,135.4,1.11,12.78,270.0,278.0
24/07/2020 15:12:12,Interval,15.47,76.87,134.9,1.18,12.78,270.0,270.0
24/07/2020 15:12:13,Interval,14.43,76.47,135.4,1.06,12.78,270.0,277.0
24/07/2020 15:12:14,Interval,14.01,76.10,135.8,0.97,12.78,270.0,274.0
24/07/2020 15:12:15,Interval,13.66,76.18,135.3,1.07,12.78,270.0,271.0
24/07/2020 15:12:16,Interval,15.48,76.70,134.6,1.17,12.78,270.0,271.0
24/07/2020 15:12:17,Interval,15.81,76.77,135.2,1.03,12.78,270.0,275.0
24/07/2020 15:12:18,Interval,15.30,76.98,135.6,1.23,12.78,270.0,276.0
24/07/2020 15:12:19,Interval,15.16,77.53,135.6,1.34,12.78,270.0,274.0
24/07/2020 15:12:20,Interval,15.62,77.40,134.5,1.23,12.78,270.0,276.0
24/07/2020 15:12:21,Interval,16.25,77.72,135.8,1.34,12.78,270.0,280.0
24/07/2020 15:12:22,Interval,16.49,77.13,135.5,1.17,12.78,270.0,280.0
24/07/2020 15:12:23,Interval,15.51,77.20,134.6,1.28,12.78,270.0,276.0
24/07/2020 15:12:24,Interval,14.88,77.34,134.4,1.17,12.78,270.0,280.0
24/07/2020 15:12:25,Interval,15.03,76.89,135.2,1.12,12.78,270.0,277.0
24/07/2020 15:12:26,Interval,14.62,77.68,135.5,1.32,12.78,270.0,285.0
24/07/2020 15:12:27,Interval,17.12,78.04,135.5,1.36,12.78,270.0,285.0
