#
~405,-448,-192,16096,0.0,1D
~406,-144,-400,16336,0.0,0C
~407,-112,-672,16656,0.0,18
~408,-160,-400,16272,0.0,0B
~409,-112,-464,16496,0.0,1B
~410,-224,-432,16000,0.0,FF
~411,-128,-528,16656,0.0,1A
~412,-160,-912,16880,0.0,13
~413,-160,-736,16480,0.0,14
~414,-208,-544,16704,0.0,14
~415,-336,-528,16192,0.0,1A
~416,-240,-544,16464,0.0,15
~417,-240,-688,16512,0.0,19
~418,-176,-656,16528,0.0,24
~419,-256,-480,16512,0.0,18
~420,-288,-368,16064,0.0,1C
~421,-384,-400,16368,0.0,14
~422,-128,-416,16544,0.0,14
~423,-112,-640,16656,0.0,11
~424,-112,-448,16592,0.0,17
~425,-272,-256,16144,0.0,15
~426,-336,-288,16464,0.0,21
~427,-128,-480,16448,0.0,1D
~428,-176,-576,16704,0.0,22
~429,-208,-496,16512,0.0,1D
~430,-464,-368,16240,0.0,15
~431,-256,-432,16496,0.0,1A
~432,-176,-512,16512,0.0,10
~433,-112,-576,16784,0.0,1C
~434,-240,-528,16528,0.0,18
~435,-432,-432,16304,0.0,0E
~436,-192,-480,16560,0.0,19
