Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,05/10/2020 14:33:56
Disarm Time,05/10/2020 15:09:52
Duration,00:35:56
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
05/10/2020 14:33:59,Interval,11.43,29.31,54.7,0.30,13.19,270.0,264.0
05/10/2020 14:34:00,Interval,11.55,29.34,54.6,0.29,13.19,270.0,262.0
05/10/2020 14:34:01,Interval,10.82,29.30,54.6,0.29,13.19,270.0,252.0
05/10/2020 14:34:02,Interval,10.10,29.00,53.7,0.27,13.18,270.0,264.0
05/10/2020 14:34:03,Interval,9.20,28.62,53.2,0.23,13.18,270.0,269.0
05/10/2020 14:34:04,Interval,9.05,28.56,53.5,0.25,13.18,270.0,270.0
05/10/2020 14:34:05,Interval,8.46,28.39,53.3,0.22,13.18,270.0,267.0
05/10/2020 14:34:06,Interval,8.01,28.41,53.4,0.24,13.18,270.0,269.0
05/10/2020 14:34:07,Interval,8.94,28.42,53.2,0.23,13.18,270.0,252.0
05/10/2020 14:34:08,Interval,9.18,28.38,53.1,0.23,13.18,270.0,257.0
05/10/2020 14:34:09,Interval,9.53,28.39,53.3,0.24,13.18,270.0,253.0
05/10/2020 14:34:10,Interval,9.36,28.24,52.8,0.21,13.18,270.0,254.0
05/10/2020 14:34:11,Interval,9.72,28.29,53.2,0.21,13.18,270.0,256.0
05/10/2020 14:34:12,Interval,9.96,28.41,53.2,0.22,13.18,270.0,253.0
05/10/2020 14:34:13,Interval,9.29,28.34,53.3,0.24,13.18,270.0,251.0
05/10/2020 14:34:14,Interval,10.06,28.43,53.3,0.22,13.18,270.0,249.0
05/10/2020 14:34:15,Interval,9.79,28.22,52.7,0.20,13.18,270.0,253.0
05/10/2020 14:34:16,Interval,8.96,28.20,52.7,0.20,13.18,270.0,264.0
05/10/2020 14:34:17,Interval,8.65,28.26,52.9,0.21,13.18,270.0,268.0
05/10/2020 14:34:18,Interval,8.36,28.37,53.2,0.22,13.18,270.0,255.0
05/10/2020 14:34:19,Interval,9.74,29.02,53.7,0.26,13.18,270.0,256.0
05/10/2020 14:34:20,Interval,9.73,28.48,53.3,0.21,13.18,270.0,250.0
05/10/2020 14:34:21,Interval,10.38,28.04,52.5,0.20,13.18,270.0,248.0
05/10/2020 14:34:22,Interval,9.68,27.89,52.6,0.19,13.18,270.0,293.0
05/10/2020 14:34:23,Interval,8.29,28.23,52.9,0.22,13.18,270.0,269.0
05/10/2020 14:34:24,Interval,7.46,28.17,52.7,0.21,13.18,270.0,248.0
05/10/2020 14:34:25,Interval,7.27,27.94,53.5,0.16,13.18,270.0,262.0
05/10/2020 14:34:26,Interval,7.44,28.77,54.7,0.18,13.18,270.0,266.0
05/10/2020 14:34:27,Interval,7.99,29.10,54.7,0.21,13.18,270.0,259.0
05/10/2020 14:34:28,Interval,9.00,29.14,55.0,0.21,13.18,270.0,263.0
05/10/2020 14:34:29,Interval,9.36,29.18,54.9,0.21,13.18,270.0,267.0
05/10/2020 14:34:30,Interval,9.20,29.13,54.5,0.21,13.18,270.0,272.0
05/10/2020 14:34:31,Interval,9.18,28.99,54.6,0.19,13.17,270.0,262.0
05/10/2020 14:34:32,Interval,9.01,29.15,54.8,0.22,13.17,270.0,260.0
05/10/2020 14:34:33,Interval,8.72,29.47,54.9,0.21,13.17,270.0,289.0
05/10/2020 14:34:34,Interval,9.09,29.26,55.0,0.20,13.17,270.0,276.0
05/10/2020 14:34:35,Interval,9.58,29.06,55.6,0.15,13.17,270.0,262.0
05/10/2020 14:34:36,Interval,9.38,29.74,56.2,0.20,13.17,270.0,279.0
05/10/2020 14:34:37,Interval,9.13,29.89,56.3,0.21,13.17,270.0,277.0
05/10/2020 14:34:38,Interval,8.79,30.06,56.7,0.22,13.17,270.0,277.0
05/10/2020 14:34:39,Interval,8.73,30.03,56.5,0.22,13.17,270.0,270.0
05/10/2020 14:34:40,Interval,8.61,30.19,56.7,0.23,13.17,270.0,270.0
05/10/2020 14:34:41,Interval,9.77,30.27,56.7,0.23,13.17,270.0,267.0
05/10/2020 14:34:42,Interval,9.52,30.52,57.2,0.23,13.17,270.0,273.0
05/10/2020 14:34:43,Interval,8.85,30.32,56.6,0.23,13.17,270.0,276.0
05/10/2020 14:34:44,Interval,8.94,30.52,57.1,0.22,13.17,270.0,272.0
05/10/2020 14:34:45,Interval,8.87,30.82,58.4,0.22,13.17,270.0,285.0
05/10/2020 14:34:46,Interval,9.21,31.59,59.2,0.25,13.17,270.0,267.0
05/10/2020 14:34:47,Interval,9.93,31.94,59.9,0.29,13.17,270.0,269.0
05/10/2020 14:34:48,Interval,10.89,32.08,59.5,0.27,13.18,270.0,265.0
05/10/2020 14:34:49,Interval,10.60,31.92,59.4,0.28,13.18,270.0,266.0
05/10/2020 14:34:50,Interval,10.57,32.52,59.9,0.32,13.18,270.0,267.0
05/10/2020 14:34:51,Interval,9.72,32.02,59.4,0.27,13.18,270.0,246.0
05/10/2020 14:34:52,Interval,9.90,31.83,59.2,0.27,13.18,270.0,266.0
05/10/2020 14:34:53,Interval,10.81,31.78,59.3,0.25,13.18,270.0,261.0
05/10/2020 14:34:54,Interval,10.17,32.24,59.5,0.29,13.18,270.0,261.0
05/10/2020 14:34:55,Interval,9.77,31.98,60.0,0.23,13.18,270.0,269.0
