140257,4.2,R,30.0,29.1,3.0,1.338,7.8,100.0
140258,4.2,R,30.0,29.1,3.0,1.335,7.5,100.0
140258,4.2,R,30.0,29.1,3.0,1.312,7.5,100.0
140258,4.4,R,30.0,28.8,3.0,1.263,6.4,100.0
140258,4.4,R,30.0,28.9,3.0,1.262,6.9,100.0
140258,4.4,R,30.0,28.8,3.0,1.248,6.5,100.0
140258,4.4,R,30.0,28.5,3.0,1.251,5.2,100.0
140258,4.4,R,30.0,28.9,3.0,1.26,6.7,100.0
140258,4.4,R,30.0,29.3,3.0,1.262,8.3,100.0
140259,4.4,R,30.0,28.9,3.0,1.25,6.7,100.0
140259,4.4,R,30.0,29.3,3.0,1.288,8.2,100.0
140259,4.3,R,30.0,29.0,3.0,1.301,7.2,100.0
140259,4.3,R,30.0,29.0,3.0,1.299,7.1,100.0
140259,4.3,R,30.0,29.1,3.0,1.306,7.6,100.0
140259,4.4,R,30.0,29.3,3.0,1.281,8.3,100.0
140259,4.4,R,30.0,29.1,3.0,1.273,7.5,100.0
140259,4.4,R,30.0,29.0,3.0,1.263,7.2,100.0
140300,4.4,R,30.0,29.3,3.0,1.275,8.3,100.0
140300,4.4,R,30.0,29.1,3.0,1.26,7.6,100.0
140300,4.4,R,30.0,29.3,3.0,1.279,8.4,100.0
140300,4.4,R,30.0,29.6,3.0,1.283,9.5,100.0
140300,4.4,R,30.0,29.7,3.0,1.306,10.1,100.0
140301,4.3,R,30.0,29.5,3.0,1.308,9.2,100.0
140301,4.2,R,30.0,29.7,3.0,1.343,10.0,100.0
140301,4.3,R,30.0,29.4,3.0,1.314,8.7,100.0
140301,4.2,R,30.0,29.8,3.0,1.364,10.3,100.0
140301,4.2,R,30.0,29.7,3.0,1.342,9.9,100.0
140302,4.3,R,30.0,29.6,3.0,1.316,9.4,100.0
140302,4.5,R,30.0,29.6,3.0,1.266,9.4,100.0
140302,4.6,R,30.0,29.5,3.0,1.233,9.3,100.0
140302,4.7,R,30.0,29.4,3.0,1.203,8.6,100.0
140302,4.7,R,30.0,29.4,3.0,1.201,8.9,100.0
140303,4.6,R,30.0,29.3,3.0,1.221,8.4,100.0
140303,4.6,R,30.0,29.4,3.0,1.232,8.9,100.0
140303,4.5,R,30.0,29.2,3.0,1.244,7.9,100.0
140303,4.6,R,30.0,29.5,3.0,1.243,9.3,100.0
140303,4.5,R,30.0,29.5,3.0,1.254,9.2,100.0
140304,4.5,R,30.0,29.7,3.0,1.268,9.8,100.0
140304,4.5,R,30.0,29.8,3.0,1.274,10.3,100.0
140304,4.5,R,30.0,29.5,3.0,1.245,9.2,100.0
140304,4.5,R,30.0,29.5,3.0,1.242,8.9,100.0
140305,4.5,R,30.0,29.4,3.0,1.264,8.7,100.0
140305,4.5,R,30.0,29.6,3.0,1.262,9.3,100.0
140305,4.5,R,30.0,29.5,3.0,1.259,9.1,100.0
140305,4.5,R,30.0,29.2,3.0,1.232,7.9,100.0
140305,4.6,R,30.0,29.2,3.0,1.217,7.9,100.0
140305,4.6,R,30.0,29.5,3.0,1.229,9.3,100.0
140306,4.5,R,30.0,29.6,3.0,1.26,9.6,100.0
140306,4.5,R,30.0,29.5,3.0,1.264,9.2,100.0
140306,4.3,R,30.0,29.8,3.0,1.325,10.3,100.0
140306,4.3,R,30.0,29.5,3.0,1.303,9.3,100.0
140307,4.2,R,30.0,29.5,3.0,1.355,8.9,100.0
140307,4.2,R,30.0,29.7,3.0,1.368,10.1,100.0
140307,4.1,R,30.0,29.7,3.0,1.386,10.0,100.0
140307,4.2,R,30.0,29.2,3.0,1.342,7.8,100.0
140307,4.2,R,30.0,29.6,3.0,1.361,9.4,100.0
140308,4.3,R,30.0,29.7,3.0,1.327,9.7,100.0
140308,4.6,R,30.0,29.6,3.0,1.243,9.4,100.0
140308,4.6,R,30.0,29.4,3.0,1.237,8.8,100.0
140308,4.7,R,30.0,29.4,3.0,1.198,8.5,100.0
140308,4.7,R,30.0,29.2,3.0,1.181,7.8,100.0
140308,4.7,R,30.0,29.4,3.0,1.185,8.5,100.0
140309,4.7,R,30.0,29.0,3.0,1.192,7.2,100.0
140309,4.6,R,30.0,28.9,3.0,1.191,6.7,100.0
140309,4.5,R,30.0,28.9,3.0,1.227,6.7,100.0
140309,4.4,R,30.0,28.7,3.0,1.261,6.0,100.0
140310,4.4,R,30.0,28.9,3.0,1.266,6.5,100.0
140310,4.3,R,30.0,29.0,3.0,1.281,7.1,100.0
140310,4.1,R,30.0,28.7,3.0,1.333,5.8,100.0
140310,4.1,R,30.0,29.2,3.0,1.356,7.8,100.0
140310,3.9,R,30.0,28.7,3.0,1.399,5.9,100.0
140310,3.8,R,30.0,28.8,3.0,1.435,6.4,100.0
140311,3.8,R,30.0,28.6,3.0,1.454,5.4,100.0
140311,3.8,R,30.0,28.4,3.0,1.452,4.8,100.0
140311,3.8,R,30.0,28.4,3.0,1.45,4.6,100.0
140311,3.8,R,30.0,28.2,3.0,1.428,3.9,100.0
140311,3.7,R,30.0,28.4,3.0,1.458,4.5,100.0
140312,3.8,R,30.0,28.6,3.0,1.425,5.5,100.0
140312,3.8,R,30.0,28.6,3.0,1.422,5.3,100.0
140312,3.9,R,30.0,28.5,3.0,1.414,5.0,100.0
140312,3.7,R,30.0,28.3,3.0,1.445,4.2,100.0
140313,3.7,R,30.0,28.3,3.0,1.445,4.2,100.0
140313,3.8,R,31.0,28.6,3.0,1.449,1.6,100.0
140313,3.7,R,31.0,28.6,3.0,1.466,1.3,100.0
140313,3.7,R,31.0,28.9,3.0,1.491,2.7,100.0
140313,3.7,R,31.0,29.0,3.0,1.507,3.1,100.0
140313,3.7,R,31.0,28.9,3.0,1.495,2.4,100.0
140314,3.7,R,31.0,29.1,3.0,1.509,3.3,100.0
140314,3.8,R,31.0,29.3,3.0,1.496,4.2,100.0
140314,3.8,R,31.0,29.4,3.0,1.502,4.7,100.0
140314,3.7,R,31.0,29.6,3.0,1.526,5.2,100.0
140314,3.7,R,31.0,29.3,3.0,1.516,4.2,100.0
140315,3.6,R,31.0,29.3,3.0,1.56,4.3,100.0
140315,3.5,R,31.0,29.3,3.0,1.584,4.0,100.0
140315,3.4,R,31.0,29.3,3.0,1.63,4.3,100.0
140315,3.4,R,31.0,29.2,3.0,1.622,3.7,100.0
140316,3.5,R,31.0,29.1,3.0,1.613,3.5,100.0
140316,3.4,R,31.0,29.1,3.0,1.637,3.5,100.0
140316,3.4,R,31.0,29.2,3.0,1.632,3.9,100.0
140316,3.4,R,31.0,29.5,3.0,1.661,4.8,100.0
140316,3.4,R,31.0,29.3,3.0,1.656,3.9,100.0
140316,3.4,R,31.0,29.4,3.0,1.667,4.7,100.0
140317,3.4,R,31.0,29.4,3.0,1.673,4.4,100.0
140317,3.4,R,31.0,29.4,3.0,1.669,4.6,100.0
140317,3.3,R,31.0,29.5,3.0,1.688,5.0,100.0
140317,3.4,R,31.0,29.3,3.0,1.656,4.0,100.0
140317,3.4,R,31.0,29.1,3.0,1.645,3.1,100.0
140318,3.3,R,31.0,29.1,3.0,1.667,3.3,100.0
140318,3.4,R,31.0,29.4,3.0,1.67,4.3,100.0
140318,3.4,R,31.0,29.6,3.0,1.682,5.2,100.0
140318,3.3,R,31.0,29.3,3.0,1.677,4.1,100.0
140319,3.3,R,31.0,29.2,3.0,1.682,3.5,100.0
140319,3.3,R,31.0,29.2,3.0,1.713,3.6,100.0
140319,3.3,R,31.0,29.3,3.0,1.693,4.2,100.0
140319,3.3,R,31.0,29.4,3.0,1.682,4.5,100.0
140319,3.3,R,31.0,29.4,3.0,1.681,4.4,100.0
140320,3.4,R,31.0,29.4,3.0,1.646,4.5,100.0
140320,3.4,R,31.0,29.5,3.0,1.66,4.9,100.0
140320,3.5,R,31.0,29.6,3.0,1.631,5.3,100.0
140320,3.5,R,31.0,29.8,3.0,1.636,6.1,100.0
140320,3.5,R,31.0,29.5,3.0,1.621,5.0,100.0
140321,3.5,R,31.0,29.5,3.0,1.62,4.8,100.0
140321,3.5,R,31.0,29.5,3.0,1.628,4.9,100.0
140321,3.4,R,31.0,29.7,3.0,1.659,5.5,100.0
140321,3.3,R,31.0,29.4,3.0,1.688,4.6,100.0
140321,3.4,R,31.0,29.5,3.0,1.681,4.9,100.0
140322,3.4,R,31.0,29.5,3.0,1.679,4.8,100.0
140322,3.3,R,31.0,29.7,3.0,1.719,5.7,100.0
140322,3.4,R,31.0,29.8,3.0,1.681,6.1,100.0
140322,3.4,R,31.0,29.7,3.0,1.675,5.6,100.0
140322,3.4,R,31.0,30.0,3.0,1.674,6.7,100.0
140323,3.5,R,31.0,29.8,3.0,1.631,6.1,100.0
140323,3.6,R,32.0,29.6,3.0,1.589,1.2,100.0
140323,3.7,R,32.0,30.3,3.0,1.576,4.1,100.0
140323,3.7,R,32.0,30.4,3.0,1.566,4.4,100.0
140323,3.8,R,32.0,30.1,3.0,1.515,3.3,100.0
140324,4.0,R,32.0,30.3,3.0,1.462,3.9,100.0
140324,4.1,R,32.0,30.5,3.0,1.419,4.7,100.0
140324,4.1,R,32.0,30.4,3.0,1.412,4.4,100.0
140324,4.1,R,32.0,30.8,3.0,1.423,5.8,100.0
140324,4.1,R,32.0,30.8,3.0,1.453,6.0,100.0
140325,4.0,R,32.0,30.9,3.0,1.461,6.1,100.0
140325,3.9,R,32.0,30.5,3.0,1.494,4.9,100.0
140325,3.9,R,32.0,30.7,3.0,1.504,5.7,100.0
140325,3.9,R,32.0,30.4,3.0,1.472,4.2,100.0
140325,3.8,R,32.0,30.7,3.0,1.528,5.3,100.0
140326,3.8,R,32.0,30.4,3.0,1.517,4.5,100.0
140326,3.7,R,32.0,30.3,3.0,1.577,4.1,100.0
140326,3.6,R,32.0,30.3,3.0,1.61,3.8,100.0
140326,3.5,R,32.0,30.3,3.0,1.647,3.8,100.0
140326,3.5,R,32.0,30.9,3.0,1.684,6.1,100.0
140327,3.5,R,32.0,30.5,3.0,1.69,4.6,100.0
140327,3.5,R,32.0,30.3,3.0,1.682,4.0,100.0
140327,3.5,R,32.0,30.3,3.0,1.663,4.1,100.0
140327,3.5,R,32.0,30.2,3.0,1.669,3.6,100.0
