0.845,7.0,A,150.0,0.0,100.0,100.0
0.949,7.0,A,150.0,0.0,100.0,100.0
1.053,7.2,A,150.0,0.0,100.0,100.0
1.157,7.2,A,150.0,0.0,100.0,100.0
1.261,7.4,A,150.0,0.0,100.0,100.0
1.365,7.4,A,150.0,0.0,100.0,100.0
1.469,7.3,A,150.0,0.0,100.0,100.0
1.573,7.3,A,150.0,0.0,100.0,100.0
1.677,7.3,A,150.0,0.0,100.0,100.0
1.781,7.3,A,150.0,0.0,100.0,100.0
1.885,7.1,A,150.0,0.0,100.0,100.0
1.989,7.1,A,150.0,0.0,100.0,100.0
2.093,7.1,A,150.0,0.0,100.0,100.0
2.197,7.1,A,150.0,0.0,100.0,100.0
2.301,7.1,A,150.0,0.0,100.0,100.0
2.405,7.1,A,150.0,0.0,100.0,100.0
2.509,7.1,A,150.0,0.0,100.0,100.0
2.613,7.1,A,150.0,0.0,100.0,100.0
2.717,7.1,A,150.0,0.0,100.0,100.0
2.821,7.1,A,150.0,0.0,100.0,100.0
2.925,7.2,A,150.0,0.0,100.0,100.0
3.029,7.2,A,150.0,0.0,100.0,100.0
3.133,7.2,A,150.0,0.0,100.0,100.0
3.237,7.2,A,150.0,0.0,100.0,100.0
3.341,7.2,A,150.0,0.0,100.0,100.0
3.445,7.2,A,150.0,0.0,100.0,100.0
3.549,7.1,A,150.0,0.0,100.0,100.0
3.653,7.1,A,150.0,0.0,100.0,100.0
3.757,7.1,A,150.0,0.0,100.0,100.0
3.861,7.1,A,150.0,0.0,100.0,100.0
3.965,7.1,A,150.0,0.0,100.0,100.0
4.069,6.9,A,150.0,0.0,100.0,100.0
4.173,6.9,A,150.0,0.0,100.0,100.0
4.277,6.7,A,150.0,0.0,100.0,100.0
4.381,6.7,A,150.0,0.0,100.0,100.0
4.485,6.7,A,150.0,0.0,100.0,100.0
4.589,6.6,A,150.0,0.0,100.0,100.0
4.693,6.6,A,150.0,0.0,100.0,100.0
4.797,6.6,A,150.0,0.0,100.0,100.0
4.901,6.6,A,150.0,0.0,100.0,100.0
5.005,6.6,A,150.0,0.0,100.0,100.0
5.109,6.7,A,150.0,0.0,100.0,100.0
5.213,6.7,A,150.0,0.0,100.0,100.0
5.317,6.8,A,150.0,0.0,100.0,100.0
5.421,6.8,A,150.0,0.0,100.0,100.0
5.525,6.8,A,150.0,0.0,100.0,100.0
5.629,6.8,A,150.0,0.0,100.0,100.0
5.733,6.8,A,150.0,0.0,100.0,100.0
5.837,6.8,A,150.0,0.0,100.0,100.0
5.941,6.8,A,150.0,0.0,100.0,100.0
6.045,6.8,A,150.0,0.0,100.0,100.0
6.149,6.8,A,150.0,0.0,100.0,100.0
6.253,6.8,A,150.0,0.0,100.0,100.0
6.357,6.7,A,150.0,0.0,100.0,100.0
6.461,6.7,A,150.0,0.0,100.0,100.0
6.565,6.6,A,150.0,0.0,100.0,100.0
6.669,6.6,A,150.0,0.0,100.0,100.0
6.773,6.6,A,150.0,0.0,100.0,100.0
6.877,6.7,A,150.0,0.0,100.0,100.0
6.981,6.7,A,150.0,0.0,100.0,100.0
7.085,6.8,A,150.0,0.0,100.0,100.0
7.189,6.8,A,150.0,0.0,100.0,100.0
7.293,7.0,A,150.0,0.0,100.0,100.0
7.397,7.0,A,150.0,0.0,100.0,100.0
7.501,7.0,A,150.0,0.0,100.0,100.0
7.605,7.1,A,150.0,0.0,100.0,100.0
7.709,7.1,A,150.0,0.0,100.0,100.0
7.813,7.1,A,150.0,0.0,100.0,100.0
7.917,7.1,A,150.0,0.0,100.0,100.0
8.021,7.0,A,150.0,0.0,100.0,100.0
8.125,7.0,A,150.0,0.0,100.0,100.0
8.229,7.0,A,150.0,0.0,100.0,100.0
8.333,7.1,A,150.0,0.0,100.0,100.0
8.437,7.1,A,150.0,0.0,100.0,100.0
8.541,7.2,A,150.0,0.0,100.0,100.0
8.645,7.2,A,150.0,0.0,100.0,100.0
8.749,7.2,A,150.0,0.0,100.0,100.0
8.853,7.2,A,150.0,0.0,100.0,100.0
8.957,7.3,A,150.0,0.0,100.0,100.0
9.061,7.3,A,150.0,0.0,100.0,100.0
9.165,7.3,A,150.0,0.0,100.0,100.0
9.269,7.3,A,150.0,0.0,100.0,100.0
9.373,7.3,A,150.0,0.0,100.0,100.0
9.477,7.2,A,150.0,0.0,100.0,100.0
9.581,7.2,A,150.0,0.0,100.0,100.0
9.685,7.2,A,150.0,0.0,100.0,100.0
9.789,7.2,A,150.0,0.0,100.0,100.0
9.893,7.1,A,150.0,0.0,100.0,100.0
