Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,23/01/2020 14:27:35
Disarm Time,23/01/2020 14:46:48
Duration,00:19:13
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
23/01/2020 14:27:37,Interval,6.20,-0.67,0.1,0.02,12.98,273.0,240.0
23/01/2020 14:27:38,Interval,6.02,-0.67,0.0,0.02,12.98,273.0,235.0
23/01/2020 14:27:39,Interval,5.29,-0.67,0.0,0.03,12.98,273.0,240.0
23/01/2020 14:27:40,Interval,4.85,-0.68,0.1,0.01,12.98,273.0,239.0
23/01/2020 14:27:41,Interval,5.20,-0.67,0.2,0.01,12.98,273.0,235.0
23/01/2020 14:27:42,Interval,5.96,-0.67,0.0,0.01,12.98,273.0,234.0
23/01/2020 14:27:43,Interval,6.54,-0.67,0.2,0.02,12.98,273.0,228.0
23/01/2020 14:27:44,Interval,6.62,-0.66,0.1,0.01,12.98,273.0,222.0
23/01/2020 14:27:45,Interval,6.48,-0.68,0.3,0.02,12.98,273.0,222.0
23/01/2020 14:27:46,Interval,5.80,-0.67,0.3,0.00,12.98,273.0,223.0
23/01/2020 14:27:47,Interval,5.53,-0.67,0.2,0.02,12.98,273.0,254.0
23/01/2020 14:27:48,Interval,5.57,-0.67,0.3,0.02,12.98,273.0,250.0
23/01/2020 14:27:49,Interval,5.89,-0.66,0.0,0.01,12.98,273.0,250.0
23/01/2020 14:27:50,Interval,5.97,-0.68,0.1,0.03,12.98,273.0,253.0
23/01/2020 14:27:51,Interval,5.84,-0.68,0.0,0.02,12.98,273.0,253.0
23/01/2020 14:27:52,Interval,5.80,-0.68,0.1,0.02,12.98,273.0,252.0
23/01/2020 14:27:53,Interval,6.14,-0.68,0.1,0.02,12.98,273.0,252.0
23/01/2020 14:27:54,Interval,6.14,-0.68,0.0,0.01,12.98,273.0,252.0
23/01/2020 14:27:55,Interval,5.73,-0.68,0.0,0.01,12.98,273.0,252.0
23/01/2020 14:27:56,Interval,5.29,-0.67,0.0,0.02,12.98,273.0,247.0
23/01/2020 14:27:57,Interval,4.92,-0.68,0.3,0.02,12.98,273.0,242.0
23/01/2020 14:27:58,Interval,4.57,-0.68,0.1,0.02,12.98,273.0,234.0
23/01/2020 14:27:59,Interval,4.23,-0.68,0.3,0.02,12.98,273.0,232.0
23/01/2020 14:28:00,Interval,3.99,-0.68,0.2,0.03,12.98,273.0,217.0
23/01/2020 14:28:01,Interval,4.13,-0.68,0.1,0.02,12.98,273.0,223.0
23/01/2020 14:28:02,Interval,4.45,-0.68,0.0,0.03,12.98,273.0,224.0
23/01/2020 14:28:03,Interval,4.58,-0.68,0.1,0.02,12.98,273.0,207.0
23/01/2020 14:28:04,Interval,4.40,-0.68,0.3,0.02,12.98,273.0,205.0
23/01/2020 14:28:05,Interval,4.42,-0.68,0.3,0.02,12.98,273.0,205.0
23/01/2020 14:28:06,Interval,4.45,-0.68,0.1,0.02,12.98,273.0,205.0
23/01/2020 14:28:07,Interval,4.55,-0.68,0.0,0.01,12.98,273.0,207.0
23/01/2020 14:28:08,Interval,4.61,-0.68,0.1,0.02,12.98,273.0,211.0
23/01/2020 14:28:09,Interval,4.75,-0.68,0.3,0.02,12.98,273.0,213.0
23/01/2020 14:28:10,Interval,4.96,-0.69,0.3,0.01,12.98,273.0,224.0
23/01/2020 14:28:11,Interval,5.42,-0.68,0.1,0.01,12.98,273.0,227.0
23/01/2020 14:28:12,Interval,5.61,-0.68,0.0,0.01,12.98,273.0,222.0
23/01/2020 14:28:13,Interval,5.89,-0.68,0.1,0.00,12.98,273.0,226.0
23/01/2020 14:28:14,Interval,5.62,-0.68,0.3,0.02,12.98,273.0,226.0
23/01/2020 14:28:15,Interval,5.31,-0.68,0.2,0.02,12.98,273.0,226.0
23/01/2020 14:28:16,Interval,5.10,-0.68,0.1,0.01,12.98,273.0,226.0
23/01/2020 14:28:17,Interval,4.90,-0.69,0.0,0.03,12.98,273.0,225.0
23/01/2020 14:28:18,Interval,4.83,-0.68,0.2,0.01,12.98,273.0,226.0
23/01/2020 14:28:19,Interval,4.78,-0.68,0.3,0.02,12.98,273.0,225.0
23/01/2020 14:28:20,Interval,4.84,-0.68,0.1,0.02,12.98,273.0,226.0
23/01/2020 14:28:21,Interval,5.08,-0.68,0.0,0.02,12.98,273.0,226.0
23/01/2020 14:28:22,Interval,5.04,-0.69,0.1,0.02,12.98,273.0,226.0
23/01/2020 14:28:23,Interval,5.10,-0.69,0.3,0.02,12.98,273.0,226.0
23/01/2020 14:28:24,Interval,5.08,-0.69,0.2,0.01,12.98,273.0,226.0
23/01/2020 14:28:25,Interval,4.96,-0.68,0.0,0.01,12.98,273.0,226.0
23/01/2020 14:28:26,Interval,4.99,-0.68,0.0,0.02,12.98,273.0,227.0
23/01/2020 14:28:27,Interval,4.89,-0.68,0.2,0.04,12.98,273.0,230.0
23/01/2020 14:28:28,Interval,5.40,-0.68,0.3,0.03,12.98,273.0,232.0
23/01/2020 14:28:29,Interval,5.67,-0.68,0.1,0.02,12.98,273.0,239.0
23/01/2020 14:28:30,Interval,5.24,-0.67,0.0,0.01,12.98,273.0,252.0
23/01/2020 14:28:31,Interval,4.85,-0.69,0.2,0.02,12.98,273.0,252.0
23/01/2020 14:28:32,Interval,4.54,-0.68,0.3,0.02,12.98,273.0,252.0
