123726,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123727,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123727,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123727,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123727,5.1,0,80.0,0.0,3.0,0.0,0.0,100.0
123727,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123727,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123727,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123727,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123727,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123727,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123727,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123728,4.8,0,80.0,0.0,3.0,0.0,0.0,100.0
123728,4.8,0,80.0,0.0,3.0,0.0,0.0,100.0
123728,4.9,0,80.0,0.0,3.0,0.0,0.0,100.0
123728,4.8,0,80.0,0.0,3.0,0.0,0.0,100.0
123728,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123728,4.8,0,80.0,0.0,3.0,0.0,0.0,100.0
123728,4.9,0,80.0,0.0,3.0,0.0,0.0,100.0
123728,4.9,0,80.0,0.0,3.0,0.0,0.0,100.0
123728,5.1,0,80.0,0.0,3.0,0.0,0.0,100.0
123728,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123728,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123729,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123729,5.1,0,80.0,0.0,3.0,0.0,0.0,100.0
123729,5.2,0,80.0,0.0,3.0,0.0,0.0,100.0
123729,5.2,0,80.0,0.0,3.0,0.0,0.0,100.0
123729,5.1,0,80.0,0.0,3.0,0.0,0.0,100.0
123729,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123729,5.1,0,80.0,0.0,3.0,0.0,0.0,100.0
123729,5.1,0,80.0,0.0,3.0,0.0,0.0,100.0
123729,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123730,5.1,0,80.0,0.0,3.0,0.0,0.0,100.0
123730,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123730,5.2,0,80.0,0.0,3.0,0.0,0.0,100.0
123730,5.2,0,80.0,0.0,3.0,0.0,0.0,100.0
123730,5.2,0,80.0,0.0,3.0,0.0,0.0,100.0
123731,5.2,0,80.0,0.0,3.0,0.0,0.0,100.0
123731,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123731,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123731,5.0,0,80.0,0.0,3.0,0.0,0.0,100.0
123731,4.9,0,80.0,0.0,3.0,0.0,0.0,100.0
123732,4.9,0,80.0,0.0,3.0,0.0,0.0,100.0
