12:40:48.65,6.1,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:48.96,6.3,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:49.14,6.4,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:49.24,6.4,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:49.32,6.4,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:49.40,6.3,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:49.49,6.3,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:49.58,6.1,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:49.67,6.0,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:49.75,6.0,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:49.84,6.0,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:49.93,6.2,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:50.02,6.3,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:50.12,6.4,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:50.28,6.4,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:50.48,6.3,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:50.68,6.4,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:50.88,6.5,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:51.08,6.6,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:51.28,6.7,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:51.48,6.7,0,80.0,0.0,3.0,0.0,0.0,100.0
12:40:51.68,6.8,0,80.0,0.0,3.0,0.0,0.0,100.0
