Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,10/09/2020 14:37:11
Disarm Time,10/09/2020 15:11:43
Duration,00:34:32
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
10/09/2020 14:37:13,Interval,17.80,32.29,57.6,0.64,13.94,275.0,276.0
10/09/2020 14:37:14,Interval,17.67,32.14,58.0,0.61,13.94,275.0,277.0
10/09/2020 14:37:15,Interval,17.82,32.18,57.7,0.64,13.95,275.0,276.0
10/09/2020 14:37:16,Interval,18.46,32.27,57.6,0.61,13.94,275.0,279.0
10/09/2020 14:37:17,Interval,16.75,31.89,57.2,0.61,13.94,275.0,288.0
10/09/2020 14:37:18,Interval,17.67,32.43,58.5,0.69,13.94,275.0,281.0
10/09/2020 14:37:19,Interval,18.97,32.19,57.8,0.61,13.94,275.0,277.0
10/09/2020 14:37:20,Interval,18.89,32.33,57.8,0.63,13.94,275.0,279.0
10/09/2020 14:37:21,Interval,18.37,32.18,58.0,0.66,13.94,275.0,278.0
10/09/2020 14:37:22,Interval,17.99,32.63,58.5,0.65,13.94,275.0,279.0
10/09/2020 14:37:23,Interval,18.01,32.30,57.9,0.65,13.94,275.0,280.0
10/09/2020 14:37:24,Interval,17.26,32.15,57.9,0.65,13.94,275.0,279.0
10/09/2020 14:37:25,Interval,17.40,31.44,56.5,0.58,13.94,275.0,274.0
10/09/2020 14:37:26,Interval,17.60,31.32,57.2,0.62,13.94,275.0,278.0
10/09/2020 14:37:27,Interval,17.11,31.82,57.7,0.65,13.94,275.0,281.0
10/09/2020 14:37:28,Interval,17.10,32.09,57.4,0.65,13.94,275.0,283.0
10/09/2020 14:37:29,Interval,17.23,31.79,57.3,0.61,13.94,275.0,285.0
10/09/2020 14:37:30,Interval,16.70,32.56,58.9,0.59,13.94,275.0,270.0
10/09/2020 14:37:31,Interval,16.01,32.75,59.3,0.59,13.94,275.0,273.0
10/09/2020 14:37:32,Interval,18.47,32.71,59.1,0.59,13.94,275.0,278.0
10/09/2020 14:37:33,Interval,18.23,32.60,59.2,0.60,13.94,275.0,276.0
10/09/2020 14:37:34,Interval,19.30,33.32,60.0,0.64,13.94,275.0,280.0
10/09/2020 14:37:35,Interval,18.35,33.64,60.5,0.69,13.94,275.0,282.0
10/09/2020 14:37:36,Interval,17.18,33.15,59.7,0.62,13.94,275.0,282.0
10/09/2020 14:37:37,Interval,17.53,32.71,59.0,0.61,13.94,275.0,282.0
10/09/2020 14:37:38,Interval,17.49,32.89,59.8,0.60,13.94,275.0,280.0
10/09/2020 14:37:39,Interval,17.37,32.89,59.5,0.60,13.94,275.0,282.0
10/09/2020 14:37:40,Interval,17.26,33.81,61.3,0.62,13.94,275.0,280.0
10/09/2020 14:37:41,Interval,18.17,34.27,61.6,0.64,13.94,275.0,281.0
10/09/2020 14:37:42,Interval,17.81,34.55,61.9,0.70,13.94,275.0,279.0
10/09/2020 14:37:43,Interval,18.06,34.14,61.5,0.64,13.94,275.0,281.0
10/09/2020 14:37:44,Interval,17.21,33.51,60.4,0.59,13.94,275.0,282.0
10/09/2020 14:37:45,Interval,17.27,33.21,60.2,0.59,13.94,275.0,281.0
10/09/2020 14:37:46,Interval,16.39,33.10,60.3,0.55,13.94,275.0,272.0
10/09/2020 14:37:47,Interval,17.47,33.50,60.5,0.59,13.94,275.0,278.0
10/09/2020 14:37:48,Interval,17.24,33.04,59.9,0.55,13.94,275.0,276.0
10/09/2020 14:37:49,Interval,16.02,32.75,59.6,0.51,13.94,275.0,276.0
10/09/2020 14:37:50,Interval,16.51,33.56,62.0,0.59,13.94,275.0,287.0
10/09/2020 14:37:51,Interval,16.71,33.96,61.3,0.54,13.94,275.0,280.0
10/09/2020 14:37:52,Interval,16.26,33.94,61.8,0.56,13.92,275.0,282.0
10/09/2020 14:37:53,Interval,16.75,33.82,61.7,0.56,13.94,275.0,286.0
10/09/2020 14:37:54,Interval,17.63,34.55,62.4,0.60,13.94,275.0,287.0
10/09/2020 14:37:55,Interval,17.16,34.11,61.9,0.60,13.94,275.0,288.0
10/09/2020 14:37:56,Interval,16.79,34.58,62.8,0.65,13.94,275.0,283.0
10/09/2020 14:37:57,Interval,17.87,35.26,63.2,0.69,13.94,275.0,281.0
10/09/2020 14:37:58,Interval,17.54,34.66,62.1,0.61,13.94,275.0,281.0
10/09/2020 14:37:59,Interval,16.87,34.52,62.2,0.63,13.94,275.0,284.0
10/09/2020 14:38:00,Interval,16.41,34.82,63.4,0.57,13.94,275.0,284.0
10/09/2020 14:38:01,Interval,16.77,35.36,63.7,0.60,13.94,275.0,282.0
10/09/2020 14:38:02,Interval,16.28,35.03,63.7,0.58,13.94,275.0,281.0
10/09/2020 14:38:03,Interval,16.20,34.77,62.6,0.54,13.94,275.0,276.0
10/09/2020 14:38:04,Interval,15.58,34.31,62.6,0.52,13.94,275.0,275.0
10/09/2020 14:38:05,Interval,15.43,33.92,62.2,0.48,13.94,275.0,277.0
10/09/2020 14:38:06,Interval,14.76,33.54,61.8,0.46,13.94,275.0,278.0
10/09/2020 14:38:07,Interval,14.25,33.59,62.1,0.47,13.94,275.0,274.0
10/09/2020 14:38:08,Interval,14.75,33.95,62.3,0.53,13.94,275.0,283.0
10/09/2020 14:38:09,Interval,16.35,35.25,64.4,0.67,13.94,275.0,282.0
