Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,30/01/2020 14:52:22
Disarm Time,30/01/2020 15:03:39
Duration,00:11:17
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
30/01/2020 14:52:25,Interval,11.99,152.44,231.1,0.91,12.28,361.0,37.0
30/01/2020 14:52:26,Interval,12.12,152.73,230.1,1.45,12.28,361.0,37.0
30/01/2020 14:52:27,Interval,12.03,152.24,230.7,0.69,12.28,361.0,28.0
30/01/2020 14:52:28,Interval,11.78,152.37,230.3,0.97,12.28,361.0,31.0
30/01/2020 14:52:29,Interval,11.72,153.02,230.5,1.27,12.28,361.0,29.0
30/01/2020 14:52:30,Interval,11.01,153.23,229.2,0.98,12.28,361.0,28.0
30/01/2020 14:52:31,Interval,11.89,155.07,226.2,1.87,12.28,361.0,24.0
30/01/2020 14:52:32,Interval,13.06,154.91,229.3,2.02,12.28,361.0,27.0
30/01/2020 14:52:33,Interval,9.90,155.75,226.4,2.59,12.27,361.0,23.0
30/01/2020 14:52:34,Interval,11.28,154.97,228.4,1.98,12.28,361.0,24.0
30/01/2020 14:52:35,Interval,12.19,155.93,224.8,1.26,12.28,361.0,21.0
30/01/2020 14:52:36,Interval,10.06,154.85,224.0,1.32,12.28,361.0,22.0
30/01/2020 14:52:37,Interval,11.20,154.31,228.9,1.83,12.27,361.0,36.0
30/01/2020 14:52:38,Interval,12.64,153.70,228.0,0.39,12.27,361.0,29.0
30/01/2020 14:52:39,Interval,12.93,153.95,232.1,1.61,12.27,361.0,38.0
30/01/2020 14:52:40,Interval,12.52,153.42,229.6,1.53,12.26,361.0,30.0
30/01/2020 14:52:41,Interval,12.36,154.00,226.6,1.54,12.26,361.0,32.0
30/01/2020 14:52:42,Interval,12.59,155.18,225.6,1.56,12.26,361.0,30.0
30/01/2020 14:52:43,Interval,14.94,154.89,228.5,1.94,12.25,361.0,21.0
30/01/2020 14:52:44,Interval,13.20,154.65,227.1,2.39,12.25,361.0,38.0
30/01/2020 14:52:45,Interval,13.79,154.82,227.1,2.14,12.24,361.0,44.0
30/01/2020 14:52:46,Interval,14.41,154.13,227.0,1.59,12.24,361.0,37.0
30/01/2020 14:52:47,Interval,14.58,157.55,224.7,2.45,12.24,361.0,40.0
30/01/2020 14:52:48,Interval,15.33,156.27,225.5,1.65,12.24,361.0,35.0
30/01/2020 14:52:49,Interval,13.49,156.09,225.2,2.80,12.23,361.0,33.0
30/01/2020 14:52:50,Interval,14.18,155.81,225.9,1.65,12.23,361.0,32.0
30/01/2020 14:52:51,Interval,13.67,156.47,225.4,2.60,12.23,361.0,35.0
30/01/2020 14:52:52,Interval,14.30,156.97,228.5,2.48,12.22,361.0,39.0
30/01/2020 14:52:53,Interval,15.17,155.91,224.4,1.23,12.22,361.0,43.0
30/01/2020 14:52:54,Interval,13.77,154.47,230.1,1.76,12.22,361.0,42.0
30/01/2020 14:52:55,Interval,14.32,154.60,225.2,0.91,12.22,361.0,43.0
30/01/2020 14:52:56,Interval,14.70,155.03,227.0,2.68,12.21,361.0,40.0
30/01/2020 14:52:57,Interval,15.54,156.54,228.9,2.11,12.21,361.0,49.0
30/01/2020 14:52:58,Interval,15.14,156.26,225.7,2.33,12.21,361.0,41.0
30/01/2020 14:52:59,Interval,15.18,155.50,228.2,2.30,12.21,361.0,34.0
30/01/2020 14:53:00,Interval,14.42,157.79,224.6,3.12,12.21,361.0,26.0
30/01/2020 14:53:01,Interval,13.39,162.59,217.2,2.89,12.21,361.0,26.0
30/01/2020 14:53:02,Interval,11.10,159.08,224.8,2.90,12.20,361.0,28.0
30/01/2020 14:53:03,Interval,10.69,157.67,226.8,2.13,12.20,361.0,26.0
30/01/2020 14:53:04,Interval,10.41,155.28,223.0,2.00,12.20,361.0,29.0
30/01/2020 14:53:05,Interval,8.62,155.37,227.0,1.55,12.20,361.0,32.0
30/01/2020 14:53:06,Interval,8.46,154.41,227.0,1.70,12.20,361.0,24.0
30/01/2020 14:53:07,Interval,11.95,155.40,225.8,1.71,12.20,361.0,27.0
30/01/2020 14:53:08,Interval,11.42,154.00,231.0,1.92,12.20,361.0,27.0
30/01/2020 14:53:09,Interval,8.33,153.24,232.0,1.31,12.19,361.0,31.0
30/01/2020 14:53:10,Interval,9.31,152.24,236.8,1.15,12.19,361.0,35.0
30/01/2020 14:53:11,Interval,10.93,153.69,230.0,1.32,12.19,361.0,35.0
30/01/2020 14:53:12,Interval,12.41,154.50,229.1,1.73,12.19,361.0,33.0
30/01/2020 14:53:13,Interval,13.66,155.24,226.5,1.90,12.19,361.0,29.0
30/01/2020 14:53:14,Interval,13.99,153.09,231.8,1.38,12.19,361.0,36.0
30/01/2020 14:53:15,Interval,12.60,153.83,226.9,1.96,12.19,361.0,16.0
30/01/2020 14:53:16,Interval,11.89,154.59,229.5,1.71,12.19,361.0,19.0
30/01/2020 14:53:17,Interval,12.40,153.14,229.1,0.77,12.19,361.0,22.0
30/01/2020 14:53:18,Interval,10.66,154.11,226.0,2.75,12.18,361.0,30.0
30/01/2020 14:53:19,Interval,12.95,157.28,222.3,2.25,12.18,361.0,29.0
30/01/2020 14:53:20,Interval,14.18,157.22,224.8,1.98,12.18,361.0,30.0
30/01/2020 14:53:21,Interval,14.38,156.96,222.0,1.93,12.18,361.0,27.0
