Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,30/01/2020 14:36:29
Disarm Time,30/01/2020 14:43:03
Duration,00:06:34
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
30/01/2020 14:36:32,Interval,9.04,71.43,133.8,0.29,12.24,361.0,55.0
30/01/2020 14:36:33,Interval,8.86,71.54,133.3,0.36,12.24,361.0,56.0
30/01/2020 14:36:34,Interval,8.86,71.01,133.5,0.36,12.24,361.0,56.0
30/01/2020 14:36:35,Interval,8.83,71.35,133.3,0.24,12.24,361.0,46.0
30/01/2020 14:36:36,Interval,9.53,72.08,133.0,0.54,12.24,361.0,47.0
30/01/2020 14:36:37,Interval,10.15,73.51,134.2,0.82,12.25,361.0,55.0
30/01/2020 14:36:38,Interval,11.71,74.19,133.7,0.82,12.25,361.0,49.0
30/01/2020 14:36:39,Interval,11.92,73.81,133.2,0.66,12.26,361.0,44.0
30/01/2020 14:36:40,Interval,12.03,73.33,134.5,0.65,12.27,361.0,39.0
30/01/2020 14:36:41,Interval,12.49,73.20,133.0,0.61,12.27,361.0,40.0
30/01/2020 14:36:42,Interval,12.36,73.75,133.3,0.65,12.28,361.0,40.0
30/01/2020 14:36:43,Interval,12.82,73.41,132.8,0.65,12.28,361.0,38.0
30/01/2020 14:36:44,Interval,13.16,73.27,133.7,0.59,12.29,361.0,38.0
30/01/2020 14:36:45,Interval,12.88,73.88,134.1,0.78,12.29,361.0,38.0
30/01/2020 14:36:46,Interval,13.21,73.96,134.2,0.77,12.30,361.0,40.0
30/01/2020 14:36:47,Interval,13.28,74.79,133.1,0.80,12.31,361.0,41.0
30/01/2020 14:36:48,Interval,13.59,73.76,133.0,0.71,12.31,361.0,42.0
30/01/2020 14:36:49,Interval,13.39,73.28,134.0,0.70,12.32,361.0,42.0
30/01/2020 14:36:50,Interval,12.73,73.67,133.5,0.68,12.32,361.0,38.0
30/01/2020 14:36:51,Interval,12.80,73.25,133.7,0.59,12.33,361.0,34.0
30/01/2020 14:36:52,Interval,12.70,73.16,133.5,0.54,12.34,361.0,40.0
30/01/2020 14:36:53,Interval,11.72,72.94,132.9,0.64,12.34,361.0,39.0
30/01/2020 14:36:54,Interval,12.20,73.08,133.3,0.54,12.35,361.0,30.0
30/01/2020 14:36:55,Interval,11.22,72.31,133.1,0.57,12.35,361.0,39.0
30/01/2020 14:36:56,Interval,10.57,72.73,133.9,0.62,12.36,361.0,37.0
30/01/2020 14:36:57,Interval,11.79,74.57,133.9,0.89,12.36,361.0,37.0
30/01/2020 14:36:58,Interval,13.66,73.81,134.1,0.66,12.37,361.0,43.0
30/01/2020 14:36:59,Interval,13.75,73.17,133.7,0.70,12.37,361.0,37.0
30/01/2020 14:37:00,Interval,13.98,73.30,133.6,0.86,12.38,361.0,35.0
30/01/2020 14:37:01,Interval,14.26,74.11,133.7,0.66,12.38,361.0,37.0
30/01/2020 14:37:02,Interval,13.36,73.54,133.6,0.65,12.39,361.0,41.0
30/01/2020 14:37:03,Interval,12.72,73.53,133.7,0.70,12.39,361.0,41.0
30/01/2020 14:37:04,Interval,12.14,74.04,133.5,0.73,12.39,361.0,40.0
30/01/2020 14:37:05,Interval,12.97,73.58,132.6,0.52,12.39,361.0,35.0
30/01/2020 14:37:06,Interval,13.25,73.82,134.8,0.80,12.39,361.0,35.0
30/01/2020 14:37:07,Interval,12.91,73.84,133.5,0.61,12.38,361.0,41.0
30/01/2020 14:37:08,Interval,13.54,73.86,133.1,0.76,12.38,361.0,37.0
30/01/2020 14:37:09,Interval,14.15,74.63,134.3,0.79,12.37,361.0,33.0
30/01/2020 14:37:10,Interval,14.50,75.19,134.6,0.98,12.36,361.0,42.0
30/01/2020 14:37:11,Interval,14.17,75.63,134.3,0.98,12.36,361.0,40.0
30/01/2020 14:37:12,Interval,13.97,74.72,133.6,0.90,12.35,361.0,35.0
30/01/2020 14:37:13,Interval,14.29,74.71,134.1,0.88,12.34,361.0,35.0
30/01/2020 14:37:14,Interval,15.08,73.29,134.0,0.70,12.33,361.0,28.0
30/01/2020 14:37:15,Interval,14.65,75.04,133.8,1.04,12.33,361.0,31.0
30/01/2020 14:37:16,Interval,14.36,75.21,133.7,0.87,12.33,361.0,38.0
30/01/2020 14:37:17,Interval,13.77,73.97,134.0,0.77,12.32,361.0,31.0
30/01/2020 14:37:18,Interval,14.10,76.01,134.4,1.11,12.32,361.0,37.0
30/01/2020 14:37:19,Interval,16.69,75.77,134.0,1.00,12.31,361.0,27.0
30/01/2020 14:37:20,Interval,16.72,75.10,133.2,0.89,11.40,361.0,28.0
30/01/2020 14:37:21,Interval,16.33,74.52,134.3,0.94,12.26,361.0,26.0
30/01/2020 14:37:22,Interval,15.72,75.04,132.7,0.98,11.65,361.0,29.0
30/01/2020 14:37:23,Interval,16.38,74.19,133.0,0.65,12.20,1.0,32.0
30/01/2020 14:37:24,Interval,15.87,74.04,132.3,0.88,11.54,353.0,31.0
30/01/2020 14:37:25,Interval,14.88,74.43,133.1,0.77,11.72,190.0,34.0
30/01/2020 14:37:26,Interval,14.19,74.45,134.0,0.94,11.72,1.0,27.0
30/01/2020 14:37:27,Interval,14.78,74.51,133.2,0.82,11.71,1.0,41.0
30/01/2020 14:37:28,Interval,13.36,75.11,133.4,0.98,12.12,1.0,31.0
