Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,30/01/2020 14:44:41
Disarm Time,30/01/2020 14:50:28
Duration,00:05:47
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
30/01/2020 14:44:44,Interval,16.09,145.34,214.4,1.83,12.17,361.0,30.0
30/01/2020 14:44:45,Interval,15.57,146.29,212.2,2.45,12.17,361.0,32.0
30/01/2020 14:44:46,Interval,15.77,145.98,214.0,1.54,12.17,361.0,32.0
30/01/2020 14:44:47,Interval,17.40,146.46,213.8,1.91,12.18,361.0,33.0
30/01/2020 14:44:48,Interval,17.11,146.07,212.9,1.71,12.18,361.0,40.0
30/01/2020 14:44:49,Interval,17.61,147.21,212.8,2.06,12.18,361.0,45.0
30/01/2020 14:44:50,Interval,16.67,146.19,215.0,2.34,12.18,361.0,43.0
30/01/2020 14:44:51,Interval,15.90,147.78,212.4,2.49,12.18,361.0,31.0
30/01/2020 14:44:52,Interval,14.58,145.05,214.6,2.52,12.18,361.0,29.0
30/01/2020 14:44:53,Interval,15.89,146.26,215.1,1.50,12.18,361.0,31.0
30/01/2020 14:44:54,Interval,14.15,146.63,213.7,1.76,12.18,361.0,34.0
30/01/2020 14:44:55,Interval,12.66,146.78,214.4,2.79,12.18,361.0,34.0
30/01/2020 14:44:56,Interval,14.75,145.55,215.0,1.61,12.18,361.0,40.0
30/01/2020 14:44:57,Interval,13.95,145.69,214.8,1.82,12.18,361.0,30.0
30/01/2020 14:44:58,Interval,13.39,145.35,216.0,2.26,12.18,361.0,42.0
30/01/2020 14:44:59,Interval,14.06,147.14,210.7,2.41,12.18,361.0,36.0
30/01/2020 14:45:00,Interval,14.94,148.60,211.1,2.78,12.19,361.0,37.0
30/01/2020 14:45:01,Interval,17.36,150.58,209.7,3.35,12.19,361.0,34.0
30/01/2020 14:45:02,Interval,16.60,151.25,210.7,3.08,12.19,361.0,33.0
30/01/2020 14:45:03,Interval,15.86,148.38,211.8,2.90,12.19,361.0,33.0
30/01/2020 14:45:04,Interval,16.56,147.62,211.0,2.34,12.19,361.0,32.0
30/01/2020 14:45:05,Interval,14.58,147.78,214.9,3.36,12.19,361.0,32.0
30/01/2020 14:45:06,Interval,10.33,146.38,212.3,1.35,12.20,361.0,27.0
30/01/2020 14:45:07,Interval,9.36,144.83,214.6,1.49,12.20,361.0,29.0
30/01/2020 14:45:08,Interval,13.19,145.83,212.9,2.00,12.20,361.0,36.0
30/01/2020 14:45:09,Interval,14.85,148.18,212.4,2.81,12.20,361.0,36.0
30/01/2020 14:45:10,Interval,14.92,147.65,212.5,2.60,12.20,361.0,40.0
30/01/2020 14:45:11,Interval,15.12,147.61,212.4,2.76,12.20,361.0,39.0
30/01/2020 14:45:12,Interval,15.69,148.85,209.8,2.54,12.20,361.0,41.0
30/01/2020 14:45:13,Interval,15.77,147.06,211.3,2.26,12.20,361.0,40.0
30/01/2020 14:45:14,Interval,15.48,145.50,214.3,1.91,12.21,361.0,46.0
30/01/2020 14:45:15,Interval,14.65,146.17,212.0,1.51,12.21,361.0,44.0
30/01/2020 14:45:16,Interval,15.60,144.99,214.2,2.37,12.21,361.0,42.0
30/01/2020 14:45:17,Interval,14.31,144.78,216.6,1.51,12.21,361.0,36.0
30/01/2020 14:45:18,Interval,13.84,144.68,214.6,1.09,12.22,361.0,37.0
30/01/2020 14:45:19,Interval,14.05,145.51,214.1,1.78,12.22,361.0,37.0
30/01/2020 14:45:20,Interval,12.97,144.82,214.5,1.39,12.23,361.0,34.0
30/01/2020 14:45:21,Interval,12.55,142.85,218.2,1.36,12.23,361.0,40.0
30/01/2020 14:45:22,Interval,12.53,143.43,215.5,1.18,12.24,361.0,38.0
30/01/2020 14:45:23,Interval,12.18,144.15,216.0,1.31,12.24,361.0,40.0
30/01/2020 14:45:24,Interval,13.48,143.62,216.1,1.68,12.25,361.0,29.0
30/01/2020 14:45:25,Interval,14.93,149.68,213.3,3.62,12.25,361.0,26.0
30/01/2020 14:45:26,Interval,14.58,149.90,212.6,3.07,12.25,361.0,33.0
30/01/2020 14:45:27,Interval,15.61,152.64,209.1,4.07,12.25,361.0,32.0
30/01/2020 14:45:28,Interval,16.71,151.62,211.0,3.49,12.25,361.0,29.0
30/01/2020 14:45:29,Interval,16.43,151.08,211.3,3.59,12.25,361.0,34.0
30/01/2020 14:45:30,Interval,16.17,149.99,210.8,2.90,12.25,361.0,36.0
30/01/2020 14:45:31,Interval,16.40,147.66,214.0,2.18,12.25,361.0,40.0
30/01/2020 14:45:32,Interval,16.19,144.51,215.3,1.79,12.25,361.0,35.0
30/01/2020 14:45:33,Interval,16.65,145.62,214.8,1.77,12.26,361.0,38.0
30/01/2020 14:45:34,Interval,18.29,146.28,216.0,2.34,12.26,361.0,37.0
30/01/2020 14:45:35,Interval,17.97,147.06,215.7,1.98,12.26,361.0,37.0
30/01/2020 14:45:36,Interval,16.91,144.72,215.5,1.23,12.26,361.0,39.0
30/01/2020 14:45:37,Interval,15.37,144.86,216.6,2.09,12.26,361.0,36.0
30/01/2020 14:45:38,Interval,14.51,144.67,215.8,1.55,12.26,361.0,38.0
30/01/2020 14:45:39,Interval,14.83,145.08,215.7,2.13,12.26,361.0,38.0
30/01/2020 14:45:40,Interval,15.36,146.49,212.7,1.78,12.26,361.0,37.0
