Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,30/09/2020 15:26:14
Disarm Time,30/09/2020 15:47:48
Duration,00:21:34
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
30/09/2020 15:26:17,Interval,14.17,31.17,56.6,0.39,13.73,274.0,256.0
30/09/2020 15:26:18,Interval,13.63,31.11,57.0,0.39,13.73,274.0,260.0
30/09/2020 15:26:19,Interval,14.03,31.38,56.7,0.41,13.73,274.0,262.0
30/09/2020 15:26:20,Interval,14.43,31.42,57.2,0.43,13.73,274.0,264.0
30/09/2020 15:26:21,Interval,14.62,31.36,56.9,0.42,13.73,274.0,261.0
30/09/2020 15:26:22,Interval,13.88,31.52,57.3,0.42,13.73,274.0,265.0
30/09/2020 15:26:23,Interval,14.66,31.81,57.2,0.43,13.73,274.0,263.0
30/09/2020 15:26:24,Interval,15.26,31.72,57.6,0.47,13.73,274.0,264.0
30/09/2020 15:26:25,Interval,14.92,31.96,57.7,0.46,13.73,274.0,264.0
30/09/2020 15:26:26,Interval,15.89,32.14,57.8,0.45,13.73,274.0,272.0
30/09/2020 15:26:27,Interval,16.18,32.39,58.1,0.48,13.74,274.0,264.0
30/09/2020 15:26:28,Interval,15.40,31.82,57.2,0.44,13.73,274.0,266.0
30/09/2020 15:26:29,Interval,14.28,31.37,57.2,0.41,13.73,274.0,266.0
30/09/2020 15:26:30,Interval,14.88,31.39,56.8,0.43,13.73,274.0,259.0
30/09/2020 15:26:31,Interval,14.49,31.35,57.0,0.39,13.73,274.0,260.0
30/09/2020 15:26:32,Interval,14.14,31.36,56.6,0.42,13.73,274.0,264.0
30/09/2020 15:26:33,Interval,14.10,31.37,56.7,0.39,13.73,274.0,262.0
30/09/2020 15:26:34,Interval,13.82,31.02,56.4,0.39,13.73,274.0,264.0
30/09/2020 15:26:35,Interval,14.11,30.96,56.4,0.38,13.73,274.0,258.0
30/09/2020 15:26:36,Interval,14.58,31.01,56.0,0.39,13.73,274.0,259.0
30/09/2020 15:26:37,Interval,14.47,30.86,56.5,0.40,13.73,274.0,260.0
30/09/2020 15:26:38,Interval,14.76,31.02,56.4,0.36,13.73,274.0,259.0
30/09/2020 15:26:39,Interval,15.00,31.06,56.6,0.37,13.73,274.0,259.0
30/09/2020 15:26:40,Interval,15.30,30.92,56.5,0.40,13.73,274.0,254.0
30/09/2020 15:26:41,Interval,15.99,31.52,57.3,0.42,13.73,274.0,257.0
30/09/2020 15:26:42,Interval,15.30,31.29,56.9,0.41,13.73,274.0,262.0
30/09/2020 15:26:43,Interval,14.67,31.05,56.4,0.37,13.73,274.0,256.0
30/09/2020 15:26:44,Interval,13.71,30.71,56.3,0.36,13.73,274.0,255.0
30/09/2020 15:26:45,Interval,13.82,30.70,55.8,0.36,13.73,274.0,264.0
30/09/2020 15:26:46,Interval,13.89,30.44,56.0,0.37,13.73,274.0,258.0
30/09/2020 15:26:47,Interval,13.56,30.71,55.9,0.37,13.73,274.0,251.0
30/09/2020 15:26:48,Interval,13.74,30.89,56.6,0.38,13.73,274.0,256.0
30/09/2020 15:26:49,Interval,13.84,30.81,56.2,0.39,13.73,274.0,255.0
30/09/2020 15:26:50,Interval,14.44,30.80,56.0,0.38,13.74,274.0,254.0
30/09/2020 15:26:51,Interval,14.79,30.55,55.6,0.36,13.73,274.0,253.0
30/09/2020 15:26:52,Interval,14.84,30.89,56.4,0.40,13.73,274.0,254.0
30/09/2020 15:26:53,Interval,14.75,30.97,56.4,0.40,13.73,274.0,253.0
30/09/2020 15:26:54,Interval,14.66,31.16,56.6,0.41,13.74,274.0,257.0
30/09/2020 15:26:55,Interval,15.22,31.11,56.6,0.40,13.73,274.0,255.0
30/09/2020 15:26:56,Interval,15.03,31.17,56.4,0.42,13.73,274.0,255.0
30/09/2020 15:26:57,Interval,14.62,30.83,56.2,0.39,13.74,274.0,254.0
30/09/2020 15:26:58,Interval,14.60,31.33,57.0,0.42,13.73,274.0,255.0
30/09/2020 15:26:59,Interval,15.05,31.08,56.5,0.40,13.74,274.0,256.0
30/09/2020 15:27:00,Interval,14.84,30.98,56.4,0.37,13.74,274.0,256.0
30/09/2020 15:27:01,Interval,14.40,30.71,56.2,0.39,13.73,274.0,256.0
30/09/2020 15:27:02,Interval,15.37,31.53,57.1,0.43,13.74,274.0,254.0
30/09/2020 15:27:03,Interval,15.56,31.33,56.8,0.41,13.74,274.0,256.0
30/09/2020 15:27:04,Interval,15.00,30.95,56.3,0.37,13.74,274.0,257.0
30/09/2020 15:27:05,Interval,15.43,30.95,56.3,0.39,13.74,274.0,256.0
30/09/2020 15:27:06,Interval,15.03,30.78,56.1,0.38,13.74,274.0,258.0
30/09/2020 15:27:07,Interval,14.41,30.94,56.2,0.40,13.74,274.0,258.0
30/09/2020 15:27:08,Interval,13.93,29.89,54.9,0.32,13.74,274.0,255.0
30/09/2020 15:27:09,Interval,13.70,30.04,55.6,0.34,13.74,274.0,250.0
30/09/2020 15:27:10,Interval,14.19,30.25,55.8,0.39,13.73,274.0,251.0
30/09/2020 15:27:11,Interval,14.33,30.54,55.9,0.38,13.74,274.0,253.0
30/09/2020 15:27:12,Interval,14.01,30.18,55.3,0.34,13.73,274.0,252.0
30/09/2020 15:27:13,Interval,13.64,30.01,55.3,0.34,13.74,274.0,251.0
