#
~810,-128,-592,16480,0.0,19
~811,-160,-656,16496,0.0,1E
~812,-256,-624,16384,0.0,1C
~813,-192,-656,16432,0.0,1B
~814,-224,-656,16480,0.0,1B
~815,-192,-560,16448,0.0,1E
~816,-176,-560,16464,0.0,1F
~817,-160,-608,16432,0.0,17
~818,-176,-736,16448,0.0,28
~819,-240,-672,16576,0.0,22
~820,-240,-640,16544,0.0,10
~821,-128,-608,16480,0.0,19
~822,-128,-672,16512,0.0,17
~823,-176,-528,16480,0.0,1F
~824,-128,-576,16432,0.0,1D
~825,-240,-528,16464,0.0,1B
~826,-304,-624,16544,0.0,19
~827,-240,-672,16384,0.0,1E
~828,-240,-736,16528,0.0,20
~829,-224,-624,16480,0.0,1C
~830,-160,-688,16480,0.0,1D
~831,-160,-576,16496,0.0,21
~832,-240,-560,16432,0.0,10
~833,-288,-576,16416,0.0,26
~834,-224,-480,16496,0.0,1F
~835,-192,-464,16384,0.0,22
~836,-272,-624,16448,0.0,21
~837,-304,-576,16480,0.0,20
~838,-240,-624,16464,0.0,1C
~839,-352,-656,16480,0.0,24
~840,-288,-512,16368,0.0,20
~841,-288,-464,16416,0.0,21
~842,-384,-432,16464,0.0,1D
~843,-368,-416,16416,0.0,1F
~844,-368,-624,16400,0.0,1A
~845,-320,-560,16416,0.0,15
~846,-336,-608,16560,0.0,20
~847,-320,-576,16512,0.0,1B
~848,-336,-480,16448,0.0,25
~849,-400,-384,16464,0.0,1F
~850,-320,-592,16416,0.0,16
~851,-272,-464,16496,0.0,23
~852,-352,-432,16512,0.0,13
~853,-304,-464,16336,0.0,1A
~854,-320,-416,16448,0.0,1A
~855,-368,-560,16432,0.0,20
~856,-304,-624,16400,0.0,13
~857,-256,-528,16416,0.0,24
~858,-320,-432,16464,0.0,1A
~859,-336,-432,16496,0.0,27
~860,-336,-320,16384,0.0,17
~861,-368,-336,16480,0.0,21
~862,-320,-400,16480,0.0,0E
~863,-272,-496,16464,0.0,26
~864,-208,-416,16464,0.0,1E
~865,-352,-400,16480,0.0,16
~866,-432,-448,16368,0.0,27
~867,-272,-480,16416,0.0,20
~868,-320,-576,16528,0.0,25
~869,-288,-320,16384,0.0,26
~870,-208,-384,16496,0.0,24
~871,-96,-448,16544,0.0,F5
~872,-352,-400,16480,0.0,14
~873,-240,-560,16608,0.0,1A
~874,-256,-624,16464,0.0,23
~875,-224,-544,16528,0.0,21
~876,-160,-464,16448,0.0,23
~877,-192,-480,16544,0.0,24
~878,-272,-464,16528,0.0,28
~879,-240,-384,16464,0.0,24
~880,-224,-512,16496,0.0,1C
~881,-112,-496,16464,0.0,1F
~882,-160,-544,16464,0.0,1D
~883,-32,-384,16496,0.0,F3
~884,-160,-560,16448,0.0,1F
~885,-176,-592,16464,0.0,2A
~886,-192,-592,16464,0.0,29
~887,-144,-512,16512,0.0,19
~888,-160,-528,16400,0.0,1B
~889,-128,-384,16480,0.0,28
~890,-160,-512,16528,0.0,18
~891,-160,-528,16480,0.0,1D
~892,-192,-576,16464,0.0,28
~893,-208,-752,16464,0.0,23
~894,-208,-544,16384,0.0,24
~895,-160,-528,16464,0.0,23
~896,-192,-544,16480,0.0,25
~897,-240,-560,16496,0.0,25
~898,-240,-592,16560,0.0,23
~899,-336,-592,16368,0.0,30
~900,-336,-544,16496,0.0,1E
~901,-208,-640,16432,0.0,10
~902,-384,-528,16480,0.0,1E
~903,-240,-480,16528,0.0,16
