#
~654,-496,-560,16432,0.0,1F
~655,-352,-336,16448,0.0,1F
~656,-336,-512,16528,0.0,1D
~657,-416,-496,16464,0.0,27
~658,-256,-352,16528,0.0,22
~659,-384,-704,16464,0.0,25
~660,-272,-512,16512,0.0,10
~661,-336,-464,16496,0.0,23
~662,-400,-672,16384,0.0,19
~663,-432,-496,16496,0.0,27
~664,-480,-656,16464,0.0,24
~665,-432,-448,16384,0.0,22
~666,-432,-384,16448,0.0,23
~667,-352,-336,16448,0.0,22
~668,-272,-432,16432,0.0,1A
~669,-320,-512,16352,0.0,15
~670,-336,-544,16512,0.0,17
~671,-272,-432,16496,0.0,1E
~672,-304,-576,16496,0.0,24
~673,-336,-480,16400,0.0,15
~674,-256,-336,16416,0.0,1E
~675,-352,-432,16480,0.0,1A
~676,-272,-416,16496,0.0,25
~677,-288,-464,16448,0.0,2D
~678,-368,-496,16480,0.0,2E
~679,-256,-560,16512,0.0,1F
~680,-176,-464,16528,0.0,22
~681,-96,-560,16624,0.0,EE
~682,-176,-560,16464,0.0,20
~683,-176,-560,16432,0.0,1C
~684,-192,-480,16608,0.0,21
~685,-240,-416,16432,0.0,16
~686,-208,-416,16432,0.0,1B
~687,-224,-464,16560,0.0,1F
~688,-208,-544,16432,0.0,1F
~689,-112,-528,16448,0.0,23
~690,-176,-576,16400,0.0,1C
~691,-144,-528,16416,0.0,1C
~692,-208,-512,16352,0.0,16
~693,-176,-464,16608,0.0,25
~694,-176,-432,16352,0.0,1D
~695,-160,-416,16384,0.0,1E
~696,-64,-544,16448,0.0,F5
~697,-176,-528,16480,0.0,28
~698,-176,-656,16496,0.0,32
~699,-240,-736,16336,0.0,23
~700,-176,-656,16512,0.0,17
~701,-208,-576,16432,0.0,16
~702,-192,-560,16480,0.0,15
~703,-288,-480,16512,0.0,19
~704,-176,-544,16528,0.0,1E
~705,-192,-608,16496,0.0,22
~706,-272,-560,16384,0.0,1B
~707,-208,-608,16448,0.0,1F
~708,-224,-592,16432,0.0,19
~709,-256,-576,16560,0.0,23
~710,-336,-496,16464,0.0,1E
~711,-288,-576,16400,0.0,1A
~712,-320,-480,16448,0.0,14
~713,-336,-480,16400,0.0,10
~714,-384,-592,16512,0.0,1C
~715,-272,-544,16384,0.0,1D
~716,-240,-656,16480,0.0,1A
~717,-272,-592,16416,0.0,1E
~718,-272,-704,16512,0.0,17
~719,-368,-528,16432,0.0,23
~720,-480,-576,16448,0.0,20
~721,-432,-576,16416,0.0,19
~722,-400,-528,16432,0.0,10
~723,-352,-448,16400,0.0,13
~724,-304,-592,16368,0.0,1E
~725,-352,-608,16528,0.0,1E
~726,-432,-560,16416,0.0,17
~727,-400,-608,16464,0.0,19
~728,-400,-592,16528,0.0,1D
~729,-240,-496,16448,0.0,24
~730,-336,-432,16464,0.0,16
~731,-240,-528,16448,0.0,19
~732,-336,-592,16464,0.0,1F
~733,-304,-640,16512,0.0,0F
~734,-336,-608,16432,0.0,1A
~735,-368,-640,16512,0.0,1B
~736,-256,-656,16320,0.0,1C
~737,-256,-704,16528,0.0,21
~738,-192,-576,16480,0.0,25
~739,-240,-576,16464,0.0,22
~740,-240,-576,16512,0.0,14
~741,-144,-560,16464,0.0,17
~742,-224,-560,16560,0.0,14
~743,-240,-560,16352,0.0,12
~744,-160,-672,16432,0.0,17
~745,-240,-592,16448,0.0,1F
~746,-176,-592,16528,0.0,27
~747,-208,-544,16320,0.0,17
~748,-256,-528,16432,0.0,21
~749,-208,-384,16464,0.0,24
~750,-208,-480,16480,0.0,17
~751,-240,-480,16656,0.0,19
~752,-176,-448,16496,0.0,28
~753,-96,-560,16496,0.0,F5
~754,-176,-480,16496,0.0,26
~755,-256,-544,16432,0.0,1D
~756,-288,-448,16400,0.0,21
~757,-224,-496,16464,0.0,25
~758,-208,-512,16400,0.0,13
~759,-208,-448,16496,0.0,2B
~760,-160,-448,16496,0.0,20
~761,-160,-544,16480,0.0,17
~762,-80,-592,16416,0.0,EB
~763,-240,-592,16560,0.0,1A
~764,-240,-592,16544,0.0,1D
~765,-160,-512,16480,0.0,16
~766,-144,-432,16464,0.0,1C
~767,-192,-384,16448,0.0,28
~768,-368,-352,16432,0.0,22
~769,-336,-400,16464,0.0,1D
~770,-240,-464,16448,0.0,1B
~771,-208,-528,16464,0.0,1F
~772,-352,-512,16544,0.0,18
~773,-240,-480,16432,0.0,15
~774,-272,-480,16592,0.0,22
~775,-288,-464,16464,0.0,2A
~776,-240,-432,16464,0.0,1A
~777,-336,-496,16320,0.0,22
~778,-320,-608,16576,0.0,24
~779,-320,-576,16448,0.0,27
~780,-304,-560,16480,0.0,16
~781,-240,-480,16464,0.0,19
~782,-416,-528,16448,0.0,24
~783,-304,-528,16416,0.0,1C
~784,-448,-464,16384,0.0,29
~785,-400,-464,16480,0.0,1B
~786,-272,-384,16448,0.0,28
~787,-368,-416,16512,0.0,23
~788,-384,-384,16416,0.0,29
~789,-320,-432,16512,0.0,17
~790,-304,-528,16496,0.0,22
~791,-384,-608,16512,0.0,1F
~792,-400,-544,16464,0.0,1A
~793,-352,-560,16496,0.0,24
~794,-352,-544,16560,0.0,1F
~795,-352,-512,16416,0.0,1B
~796,-304,-480,16496,0.0,25
~797,-272,-528,16464,0.0,28
~798,-272,-560,16544,0.0,24
~799,-336,-560,16432,0.0,22
~800,-336,-704,16384,0.0,17
~801,-320,-736,16496,0.0,1A
~802,-320,-560,16496,0.0,16
~803,-240,-544,16576,0.0,19
~804,-272,-464,16416,0.0,19
~805,-272,-528,16480,0.0,1C
~806,-256,-496,16432,0.0,20
~807,-256,-480,16496,0.0,24
~808,-256,-592,16416,0.0,21
~809,-96,-576,16496,0.0,FE
