Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,30/09/2020 14:05:32
Disarm Time,30/09/2020 14:25:56
Duration,00:20:24
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
30/09/2020 14:05:35,Interval,18.12,32.44,57.2,0.68,13.73,271.0,260.0
30/09/2020 14:05:36,Interval,18.74,32.93,57.5,0.66,13.73,271.0,262.0
30/09/2020 14:05:37,Interval,18.85,32.75,57.2,0.66,13.73,271.0,261.0
30/09/2020 14:05:38,Interval,18.66,32.78,57.2,0.65,13.73,271.0,260.0
30/09/2020 14:05:39,Interval,18.38,32.66,57.1,0.67,13.73,271.0,257.0
30/09/2020 14:05:40,Interval,19.08,33.43,58.4,0.74,13.73,271.0,263.0
30/09/2020 14:05:41,Interval,19.28,33.87,58.6,0.76,13.73,271.0,263.0
30/09/2020 14:05:42,Interval,19.20,34.03,59.1,0.78,13.73,271.0,259.0
30/09/2020 14:05:43,Interval,20.12,34.12,58.9,0.75,13.73,271.0,261.0
30/09/2020 14:05:44,Interval,19.43,33.57,57.7,0.72,13.74,271.0,259.0
30/09/2020 14:05:45,Interval,19.47,33.74,58.1,0.71,13.73,271.0,265.0
30/09/2020 14:05:46,Interval,19.11,33.54,58.0,0.70,13.73,271.0,257.0
30/09/2020 14:05:47,Interval,18.74,33.15,57.5,0.70,13.73,271.0,254.0
30/09/2020 14:05:48,Interval,18.75,32.60,57.1,0.65,13.73,271.0,252.0
30/09/2020 14:05:49,Interval,19.70,32.77,57.1,0.66,13.73,271.0,253.0
30/09/2020 14:05:50,Interval,19.65,33.36,58.5,0.78,13.73,271.0,257.0
30/09/2020 14:05:51,Interval,20.45,34.09,58.5,0.78,13.73,271.0,267.0
30/09/2020 14:05:52,Interval,19.47,33.65,58.5,0.75,13.73,271.0,259.0
30/09/2020 14:05:53,Interval,19.38,33.76,58.4,0.76,13.73,271.0,257.0
30/09/2020 14:05:54,Interval,19.59,33.66,58.2,0.71,13.73,271.0,262.0
30/09/2020 14:05:55,Interval,18.59,32.65,57.0,0.67,13.73,271.0,260.0
30/09/2020 14:05:56,Interval,18.58,32.64,56.7,0.65,13.73,271.0,255.0
30/09/2020 14:05:57,Interval,18.75,32.54,57.1,0.70,13.73,271.0,255.0
30/09/2020 14:05:58,Interval,19.46,33.18,57.4,0.69,13.73,271.0,260.0
30/09/2020 14:05:59,Interval,19.64,32.83,57.3,0.68,13.73,271.0,256.0
30/09/2020 14:06:00,Interval,19.69,32.99,57.6,0.70,13.73,271.0,254.0
30/09/2020 14:06:01,Interval,20.01,33.20,57.7,0.71,13.73,271.0,256.0
30/09/2020 14:06:02,Interval,19.51,33.18,57.6,0.74,13.73,271.0,255.0
30/09/2020 14:06:03,Interval,19.94,33.42,57.7,0.72,13.73,271.0,256.0
30/09/2020 14:06:04,Interval,19.90,33.52,58.1,0.76,13.73,271.0,251.0
30/09/2020 14:06:05,Interval,20.59,33.92,58.2,0.76,13.73,271.0,252.0
30/09/2020 14:06:06,Interval,20.41,33.33,58.1,0.76,13.73,271.0,254.0
30/09/2020 14:06:07,Interval,19.62,33.01,57.3,0.70,13.73,271.0,252.0
30/09/2020 14:06:08,Interval,20.41,32.76,56.7,0.64,13.73,271.0,253.0
30/09/2020 14:06:09,Interval,19.83,32.52,56.7,0.65,13.73,271.0,252.0
30/09/2020 14:06:10,Interval,18.54,32.37,56.5,0.63,13.73,271.0,256.0
30/09/2020 14:06:11,Interval,18.90,32.59,56.9,0.69,13.73,271.0,258.0
30/09/2020 14:06:12,Interval,19.71,32.81,57.2,0.71,13.73,271.0,260.0
30/09/2020 14:06:13,Interval,19.47,32.82,57.4,0.69,13.73,271.0,261.0
30/09/2020 14:06:14,Interval,18.69,33.03,67.9,0.29,13.73,271.0,252.0
30/09/2020 14:06:15,Interval,18.57,39.85,70.8,0.60,13.73,271.0,255.0
30/09/2020 14:06:16,Interval,18.56,41.19,72.0,0.77,13.73,271.0,261.0
30/09/2020 14:06:17,Interval,18.08,41.23,71.7,0.71,13.73,271.0,255.0
30/09/2020 14:06:18,Interval,18.17,41.14,71.7,0.70,13.73,271.0,254.0
30/09/2020 14:06:19,Interval,17.27,40.46,71.0,0.64,13.73,271.0,254.0
30/09/2020 14:06:20,Interval,17.11,40.67,71.6,0.66,13.73,271.0,263.0
30/09/2020 14:06:21,Interval,17.69,40.96,71.5,0.71,13.73,271.0,263.0
30/09/2020 14:06:22,Interval,18.12,41.36,72.1,0.77,13.73,271.0,260.0
30/09/2020 14:06:23,Interval,18.98,41.66,72.7,0.79,13.73,271.0,268.0
30/09/2020 14:06:24,Interval,17.98,41.02,71.4,0.68,13.73,271.0,255.0
30/09/2020 14:06:25,Interval,17.25,40.56,71.2,0.67,13.73,271.0,266.0
30/09/2020 14:06:26,Interval,17.34,40.82,71.7,0.72,13.73,271.0,264.0
30/09/2020 14:06:27,Interval,17.97,41.27,71.6,0.73,13.73,271.0,264.0
30/09/2020 14:06:28,Interval,18.62,41.44,71.9,0.72,13.73,271.0,266.0
30/09/2020 14:06:29,Interval,17.85,41.01,71.4,0.70,13.73,271.0,265.0
30/09/2020 14:06:30,Interval,18.89,41.54,72.7,0.84,13.73,271.0,264.0
30/09/2020 14:06:31,Interval,19.77,41.90,72.3,0.79,13.73,271.0,263.0
