#
~973,-336,-464,16448,0.0,26
~974,-272,-576,16368,0.0,2B
~975,-336,-608,16464,0.0,26
~976,-320,-512,16512,0.0,14
~977,-272,-544,16528,0.0,27
~978,-288,-384,16416,0.0,2D
~979,-432,-480,16544,0.0,24
~980,-432,-544,16480,0.0,1C
~981,-320,-528,16544,0.0,1C
~982,-320,-544,16416,0.0,19
~983,-320,-512,16560,0.0,15
~984,-288,-624,16464,0.0,2A
~985,-416,-576,16384,0.0,2B
~986,-432,-688,16496,0.0,32
~987,-368,-544,16384,0.0,2E
~988,-240,-656,16496,0.0,2C
~989,-224,-656,16416,0.0,27
~990,-240,-576,16528,0.0,22
~991,-384,-512,16336,0.0,1F
~992,-352,-672,16464,0.0,24
~993,-336,-624,16528,0.0,25
~994,-256,-736,16400,0.0,20
~995,-192,-608,16432,0.0,23
~996,-192,-576,16416,0.0,2A
~997,-192,-576,16512,0.0,28
~998,-336,-480,16416,0.0,26
~999,-288,-512,16432,0.0,27
~1000,-304,-480,16416,0.0,38
~1001,-176,-608,16464,0.0,45
~1002,-176,-592,16592,0.0,4A
~1003,-144,-688,16512,0.0,44
~1004,-256,-608,16432,0.0,42
~1005,-176,-624,16432,0.0,42
~1006,-288,-576,16432,0.0,4D
~1007,-192,-576,16480,0.0,4B
~1008,-192,-592,16400,0.0,42
~1009,-80,-464,16512,0.0,11
~1010,-128,-544,16416,0.0,3E
~1011,-144,-656,16416,0.0,41
~1012,-256,-592,16528,0.0,49
~1013,-144,-624,16432,0.0,3C
~1014,-160,-640,16496,0.0,43
~1015,-128,-592,16528,0.0,4A
~1016,-240,-480,16448,0.0,43
~1017,-160,-496,16528,0.0,4B
~1018,-192,-512,16384,0.0,46
~1019,-240,-496,16528,0.0,4C
~1020,-192,-496,16416,0.0,46
~1021,-176,-560,16496,0.0,49
~1022,-160,-624,16528,0.0,40
~1023,-176,-688,16528,0.0,52
# Dataset recieved: 14:01:23
~0,-192,-544,16496,0.0,B5
~1,-240,-496,16464,0.0,B1
~2,-224,-544,16384,0.0,AF
~3,-256,-464,16448,0.0,B7
~4,-272,-480,16400,0.0,A8
~5,-336,-496,16480,0.0,B9
~6,-256,-544,16448,0.0,B9
~7,-272,-528,16464,0.0,B8
~8,-320,-480,16528,0.0,B1
~9,-256,-560,16512,0.0,B2
~10,-288,-528,16448,0.0,EB
~11,-256,-400,16448,0.0,DC
~12,-272,-496,16448,0.0,EA
~13,-416,-416,16464,0.0,E1
~14,-256,-592,16528,0.0,EA
~15,-352,-448,16464,0.0,E7
~16,-256,-448,16592,0.0,ED
~17,-320,-544,16496,0.0,E6
~18,-272,-704,16384,0.0,E7
~19,-256,-368,16528,0.0,F0
~20,-320,-512,16480,0.0,D4
~21,-352,-352,16544,0.0,DD
~22,-336,-384,16528,0.0,E7
~23,-368,-496,16416,0.0,ED
~24,-336,-480,16512,0.0,DF
~25,-288,-512,16496,0.0,ED
~26,-352,-608,16528,0.0,E8
~27,-416,-480,16528,0.0,E8
~28,-304,-400,16368,0.0,DF
~29,-352,-480,16464,0.0,E8
~30,-272,-288,16496,0.0,EC
~31,-320,-464,16464,0.0,DE
~32,-336,-560,16384,0.0,E4
~33,-320,-480,16448,0.0,E0
~34,-256,-784,16432,0.0,E9
~35,-224,-512,16432,0.0,DA
~36,-112,-512,16448,0.0,DE
~37,-272,-656,16512,0.0,E7
~38,-256,-432,16432,0.0,E3
~39,-304,-560,16400,0.0,DB
~40,-288,-592,16400,0.0,E3
~41,-240,-272,16464,0.0,DD
~42,-176,-608,16464,0.0,E9
~43,-192,-624,16480,0.0,E4
~44,-192,-576,16512,0.0,E7
~45,-256,-688,16464,0.0,F3
~46,-144,-608,16480,0.0,E6
~47,-256,-496,16480,0.0,F0
~48,-240,-560,16480,0.0,E2
~49,-176,-336,16448,0.0,F0
~50,-192,-512,16512,0.0,DA
~51,-272,-640,16448,0.0,E4
~52,-208,-608,16480,0.0,E4
~53,-176,-704,16432,0.0,E3
~54,-32,-608,16496,0.0,B8
~55,-144,-480,16528,0.0,E7
~56,-112,-608,16464,0.0,E4
~57,-96,-528,16496,0.0,C6
~58,-128,-480,16496,0.0,F0
~59,-240,-688,16416,0.0,EE
~60,-224,-560,16432,0.0,DB
~61,-208,-544,16464,0.0,E5
~62,-224,-704,16544,0.0,E1
~63,-240,-640,16384,0.0,E1
~64,-192,-592,16528,0.0,EE
~65,-208,-608,16464,0.0,EA
~66,-208,-544,16560,0.0,E7
~67,-224,-448,16480,0.0,EA
~68,-336,-544,16336,0.0,EC
~69,-192,-464,16496,0.0,F5
~70,-256,-608,16496,0.0,EE
~71,-256,-624,16480,0.0,E6
~72,-240,-576,16528,0.0,E9
~73,-304,-592,16496,0.0,ED
~74,-336,-608,16464,0.0,EC
~75,-336,-480,16464,0.0,EB
~76,-400,-608,16480,0.0,E4
~77,-416,-528,16464,0.0,EF
~78,-304,-576,16368,0.0,F2
~79,-368,-608,16512,0.0,F0
~80,-336,-848,16384,0.0,F0
~81,-256,-480,16480,0.0,E7
~82,-336,-656,16448,0.0,F0
~83,-320,-416,16464,0.0,E2
~84,-368,-544,16336,0.0,EF
~85,-368,-592,16528,0.0,F6
~86,-336,-384,16432,0.0,EB
~88,-320,-528,16624,0.0,E9
~89,-272,-464,16528,0.0,F2
~90,-304,-592,16464,0.0,E7
~91,-288,-688,16448,0.0,FB
~92,-336,-592,16416,0.0,EB
~93,-400,-784,16448,0.0,EC
~94,-336,-512,16496,0.0,ED
~95,-304,-352,16448,0.0,E8
~96,,B6
~8,-240,-576,16528,0.0,B8
~9,-352,-576,16400,0.0,B2
~10,-240,-464,16560,0.0,D9
~11,-272,-544,16432,0.0,DC
~12,-320,-496,16576,0.0,E6
~13,-368,-400,16448,0.0,E2
~14,-400,-544,16464,0.0,DD
~15,-320,-496,16528,0.0,E6
~16,-384,-464,16480,0.0,E9
~17,-336,-400,16496,0.0,E4
~18,-256,-480,16448,0.0,EB
~19,-304,-432,16528,0.0,E2
~20,-240,-416,16512,0.0,D4
~21,-144,-576,16480,0.0,E3
~22,-112,-576,16448,0.0,E3
~23,-128,-592,16528,0.0,E8
~24,-240,-480,16416,0.0,DC
~25,-208,-528,16432,0.0,E2
~26,-256,-528,16464,0.0,EB
~27,-256,-464,16464,0.0,EB
~28,-240,-432,16528,0.0,E1
~29,-304,-608,16448,0.0,E9
~30,-176,-448,16496,0.0,ED
~31,-176,-496,16496,0.0,F1
~32,-144,-512,16496,0.0,E2
~33,-96,-352,16512,0.0,B0
~34,-112,-528,16480,0.0,DF
~35,-64,-464,16464,0.0,B7
~36,-176,-528,16480,0.0,EB
~37,-224,-496,16432,0.0,E7
~38,-272,-464,16480,0.0,E9
~39,-240,-448,16464,0.0,E9
~40,-128,-528,16480,0.0,E3
~41,-272,-512,16448,0.0,E1
~42,-64,-240,16480,0.0,AB
~43,-80,-512,16480,0.0,AC
~44,-112,-448,16512,0.0,DD
~45,-144,-464,16592,0.0,E9
~46,-224,-608,16352,0.0,E3
~47,-160,-304,16400,0.0,D6
~48,-224,-368,16400,0.0,E2
~49,-368,-736,16496,0.0,FA
~50,-240,-384,16400,0.0,D7
~51,-304,-496,16496,0.0,EC
~52,-288,-560,16464,0.0,EB
~53,-272,-336,16368,0.0,E9
~54,-256,-528,16496,0.0,F1
~55,-240,-480,16528,0.0,E4
~56,-144,-416,16512,0.0,E0
~57,-240,-544,16512,0.0,E0
~58,-288,-608,16512,0.0,EE
~59,-272,-624,16512,0.0,E6
~60,-416,-720,16448,0.0,E3
~61,-336,-544,16400,0.0,DD
~62,-384,-544,16400,0.0,E1
~63,-448,-736,16480,0.0,EE
~64,-448,-400,16448,0.0,E7
~65,-336,-544,16480,0.0,E9
~66,-304,-656,16416,0.0,E8
~67,-256,-592,16432,0.0,EC
~68,-272,-544,16416,0.0,EA
~69,-208,-784,16496,0.0,F8
~70,-368,-576,16496,0.0,F6
~71,-432,-624,16512,0.0,DE
~72,-496,-592,16448,0.0,F5
~73,-496,-496,16400,0.0,ED
~74,-480,-640,16432,0.0,E3
~75,-448,-576,16464,0.0,F5
~76,-384,-608,16432,0.0,EC
~77,-336,-768,16480,0.0,F4
~78,-336,-640,16512,0.0,E6
~79,-304,-592,16560,0.0,EB
~80,-192,-688,16512,0.0,EB
~81,-208,-576,16528,0.0,ED
~82,-240,-576,16464,0.0,E9
~83,-304,-736,16528,0.0,EA
~84,-272,-640,16448,0.0,EA
