Logger Details:,,,,,,,,
Logger Type,2F8,,,,,,,
Serial Number,KS1312011,,,,,,,
Controller Firmware,5.3,,,,,,,
Acquisition Firmware,5.1,,,,,,,
Logger ID,Wind Turbine SQ2020,,,,,,,
,,,,,,,,
,,,,,,,,
Job Details,,,,,,,,
Number of Analogue Channels,7,,,,,,,
Number of Digital Channels,0,,,,,,,
Total Number of Channels Used,7,,,,,,,
,,,,,,,,
,,,,,,,,
Arm Time,23/07/2020 14:08:56,,,,,,,
Disarm Time,23/07/2020 14:17:23,,,,,,,
Duration,0:08:27,,,,,,,
Job Description,Wind Turbine Logger,,,,,,,
,,,,,,,,
,,,,,,,,
Channel Info,,,,,,,,
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,0:00:01,0:00:01,0:00:01,0:00:01,0:00:01,0:00:01,0:00:01
Logging Interval,,0:00:01,0:00:01,0:00:01,0:00:01,0:00:01,0:00:01,0:00:01
 ,,,,,,,,
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
23/07/2020 14:08:59,Interval,13.44,74.42,134.5,0.67,12.78,264,289
23/07/2020 14:09:00,Interval,12.54,74.48,135.3,0.97,12.78,264,273
23/07/2020 14:09:01,Interval,11.5,75.56,134.6,1,12.78,264,274
23/07/2020 14:09:02,Interval,12.82,75.79,134.8,1.02,12.78,264,286
23/07/2020 14:09:03,Interval,14.19,75.9,135.4,0.93,12.78,264,281
23/07/2020 14:09:04,Interval,14.57,74.39,134.5,0.84,12.78,264,289
23/07/2020 14:09:05,Interval,13.97,75.14,135.2,0.02,12.78,264,286
23/07/2020 14:09:06,Interval,13.95,90.28,174.7,0.05,12.78,264,282
23/07/2020 14:09:07,Interval,13.18,107.76,194.9,0.02,12.78,265,286
23/07/2020 14:09:08,Interval,13.07,125.02,215.2,0.02,12.78,265,280
23/07/2020 14:09:09,Interval,12.83,146.75,246.2,0.03,12.78,265,282
23/07/2020 14:09:10,Interval,12.6,172,262.2,1.06,12.78,264,274
23/07/2020 14:09:11,Interval,12.88,174.35,263.4,2.15,12.78,264,273
23/07/2020 14:09:12,Interval,14.31,176.71,260.5,1.84,12.78,264,269
23/07/2020 14:09:13,Interval,15.73,176.75,256.6,2.6,12.78,265,283
23/07/2020 14:09:14,Interval,15.46,175.92,261.4,1.98,12.78,264,267
23/07/2020 14:09:15,Interval,14.4,175.08,254.9,1,12.78,264,271
23/07/2020 14:09:16,Interval,13.93,173.97,260.2,1.67,12.78,264,277
23/07/2020 14:09:17,Interval,13.19,172.03,265.1,1.14,12.78,264,280
23/07/2020 14:09:18,Interval,13.33,173.06,267.2,2.1,12.78,264,279
23/07/2020 14:09:19,Interval,13.09,172.64,262.8,1.26,12.78,264,287
23/07/2020 14:09:20,Interval,12.63,172.38,266.9,0.63,12.78,264,283
23/07/2020 14:09:21,Interval,12.31,173.88,259.6,2.08,12.78,264,288
23/07/2020 14:09:22,Interval,12.19,173.31,259.4,1.5,12.78,264,281
23/07/2020 14:09:23,Interval,13.38,175.51,254.2,2.36,12.78,264,276
23/07/2020 14:09:24,Interval,15.2,177.44,254.1,3.08,12.77,264,275
23/07/2020 14:09:25,Interval,16.42,177.33,248.6,1.62,12.78,264,274
23/07/2020 14:09:26,Interval,16.4,177.06,253.8,2.82,12.78,264,281
23/07/2020 14:09:27,Interval,16.24,177.7,253.9,2.81,12.78,264,277
23/07/2020 14:09:28,Interval,15.91,176.56,251.6,1.88,12.78,264,281
23/07/2020 14:09:29,Interval,16.91,175.64,253.2,2.82,12.78,264,282
23/07/2020 14:09:30,Interval,16.56,175.72,256.5,2.58,12.78,264,283
23/07/2020 14:09:31,Interval,15.45,176.15,254.9,2.07,12.78,264,284
23/07/2020 14:09:32,Interval,15.95,174.7,257.8,1.71,12.78,264,282
23/07/2020 14:09:33,Interval,14.07,173.51,258.7,1.27,12.78,264,282
23/07/2020 14:09:34,Interval,15.61,175.73,255.3,2.38,12.78,264,288
23/07/2020 14:09:35,Interval,16.99,178.28,256.3,3.17,12.78,264,275
23/07/2020 14:09:36,Interval,16.87,177.58,251,3.18,12.78,264,284
23/07/2020 14:09:37,Interval,16.59,176.78,255.2,2.48,12.78,264,285
23/07/2020 14:09:38,Interval,16.17,174.69,259.8,1.23,12.78,265,285
23/07/2020 14:09:39,Interval,14.49,175.73,258,2.33,12.78,264,287
23/07/2020 14:09:40,Interval,15.7,176.07,253.4,2.04,12.78,264,286
23/07/2020 14:09:41,Interval,16.23,176.89,253.3,2.21,12.78,264,285
23/07/2020 14:09:42,Interval,16.31,175.37,257.4,3.02,12.78,264,286
23/07/2020 14:09:43,Interval,15.91,174.77,257.8,2.47,12.78,264,289
23/07/2020 14:09:44,Interval,15.73,176.56,251.1,2.36,12.78,264,287
23/07/2020 14:09:45,Interval,16.03,175.73,259.6,2.2,12.78,264,287
23/07/2020 14:09:46,Interval,15.76,175.53,258.9,2.37,12.78,264,287
23/07/2020 14:09:47,Interval,15.49,176.13,252.6,1.8,12.78,264,285
23/07/2020 14:09:48,Interval,16.06,176.9,259.1,2.97,12.78,264,283
23/07/2020 14:09:49,Interval,15.75,175.54,252.2,2.12,12.78,264,286
23/07/2020 14:09:50,Interval,15.18,174.51,262.5,1.5,12.78,264,286
23/07/2020 14:09:51,Interval,14.04,173.59,263,1.62,12.78,264,281
23/07/2020 14:09:52,Interval,13.7,174.92,258.3,2.39,12.78,264,280
23/07/2020 14:09:53,Interval,15.11,174.53,261.4,2.02,12.78,264,288
23/07/2020 14:09:54,Interval,15.01,174.46,261.8,2.3,12.78,264,290
23/07/2020 14:09:55,Interval,14.97,174.68,259.9,2.09,12.78,264,286
23/07/2020 14:09:56,Interval,15.65,176.89,251.8,2.86,12.78,264,286
23/07/2020 14:09:57,Interval,16.64,177.66,251.2,3.21,12.78,264,280
23/07/2020 14:09:58,Interval,16.04,176.74,251.4,2.42,12.78,264,280
23/07/2020 14:09:59,Interval,15.7,176.05,260.8,2.64,12.78,264,278
23/07/2020 14:10:00,Interval,15.59,176.06,257.7,1.83,12.78,264,280
23/07/2020 14:10:01,Interval,15.15,175.07,254.7,1.4,12.78,264,279
23/07/2020 14:10:02,Interval,15.29,174.02,258.6,1.51,12.78,264,282
23/07/2020 14:10:03,Interval,14.47,173.59,258.6,1.59,12.78,264,282
23/07/2020 14:10:04,Interval,14.57,175.98,252.8,2.39,12.78,264,287
23/07/2020 14:10:05,Interval,15.45,176.15,257.1,2.64,12.78,264,287
23/07/2020 14:10:06,Interval,14.91,175.15,259.5,1.94,12.78,264,282
23/07/2020 14:10:07,Interval,14.95,174.34,256.9,1.76,12.78,264,283
23/07/2020 14:10:08,Interval,14.28,173.77,259.1,0.7,12.78,264,274
23/07/2020 14:10:09,Interval,13.3,173.1,260.3,1.69,12.78,264,283
23/07/2020 14:10:10,Interval,13.38,175.59,255.8,1.6,12.78,264,280
23/07/2020 14:10:11,Interval,15.45,175.09,258.7,1.79,12.78,264,284
23/07/2020 14:10:12,Interval,15.2,175.01,259.5,2.44,12.78,264,283
23/07/2020 14:10:13,Interval,15.46,176.89,251.5,1.87,12.78,264,276
23/07/2020 14:10:14,Interval,15.72,175.41,256,2.14,12.78,264,276
23/07/2020 14:10:15,Interval,15.62,175.7,255.7,2.49,12.78,264,284
23/07/2020 14:10:16,Interval,15.45,176.59,248.8,2.93,12.78,264,276
23/07/2020 14:10:17,Interval,16.06,176.32,257.4,2.74,12.78,265,276
23/07/2020 14:10:18,Interval,15.47,175.79,253.1,2.01,12.78,264,277
23/07/2020 14:10:19,Interval,15.03,175.01,256.9,2.2,12.78,264,274
23/07/2020 14:10:20,Interval,14.64,175.68,257,1.71,12.78,264,276
23/07/2020 14:10:21,Interval,14.31,174.27,257.9,1.52,12.78,264,274
23/07/2020 14:10:22,Interval,14.24,175.08,258.9,2.01,12.78,264,280
23/07/2020 14:10:23,Interval,14.49,174.79,261,2.12,12.78,264,277
23/07/2020 14:10:24,Interval,15.08,176.45,252.9,2.55,12.78,264,282
23/07/2020 14:10:25,Interval,16.88,177.24,252.1,2.92,12.78,264,281
23/07/2020 14:10:26,Interval,16.35,177.29,252.8,3.14,12.78,264,280
23/07/2020 14:10:27,Interval,16.21,179.33,249.6,3.21,12.78,264,282
23/07/2020 14:10:28,Interval,17,176.06,254.7,2.48,12.78,264,281
23/07/2020 14:10:29,Interval,16.04,176.27,258.8,2.14,12.78,264,284
23/07/2020 14:10:30,Interval,15.34,175.38,259.4,2.2,12.78,264,280
23/07/2020 14:10:31,Interval,15.1,175.28,259.6,2.55,12.78,264,283
23/07/2020 14:10:32,Interval,15.01,174.99,260.3,2.08,12.78,264,281
23/07/2020 14:10:33,Interval,14.86,175.55,254.7,2.53,12.78,264,279
23/07/2020 14:10:34,Interval,14.85,175.55,256.1,2.58,12.78,264,284
23/07/2020 14:10:35,Interval,15.93,176.23,253.5,2.78,12.78,264,279
23/07/2020 14:10:36,Interval,15.16,175.38,258.8,1.89,12.78,264,278
23/07/2020 14:10:37,Interval,14.99,174.64,262,2.03,12.78,264,281
23/07/2020 14:10:38,Interval,13.95,173.45,258.5,1.38,12.78,265,281
23/07/2020 14:10:39,Interval,13.68,173.11,261,1.08,12.78,265,285
23/07/2020 14:10:40,Interval,13,172.44,264.3,0.75,12.78,264,280
23/07/2020 14:10:41,Interval,13.12,172.05,265.7,1.74,12.78,265,280
