143943,3.6,0,50.0,0.0,3.0,0.001,0.0,100.0
143943,3.7,0,50.0,0.0,3.0,0.001,0.0,100.0
143944,3.8,0,50.0,0.0,3.0,0.001,0.0,100.0
143944,3.9,0,50.0,0.0,3.0,0.001,0.0,100.0
143944,3.9,0,50.0,0.0,3.0,0.001,0.0,100.0
143944,3.8,0,50.0,0.0,3.0,0.001,0.0,100.0
143944,3.7,0,50.0,0.0,3.0,0.001,0.0,100.0
143944,3.7,0,50.0,0.0,3.0,0.001,0.0,100.0
143944,3.6,0,50.0,0.0,3.0,0.001,0.0,100.0
143944,3.6,0,50.0,0.0,3.0,0.001,0.0,100.0
143944,3.6,0,50.0,0.0,3.0,0.001,0.0,100.0
143944,3.6,0,50.0,0.0,3.0,0.001,0.0,100.0
143944,3.6,0,50.0,0.0,3.0,0.001,0.0,100.0
143945,3.6,0,50.0,0.0,3.0,0.001,0.0,100.0
143945,3.6,0,50.0,0.0,3.0,0.001,0.0,100.0
143945,3.6,0,50.0,0.0,3.0,0.001,0.0,100.0
143945,3.5,0,50.0,0.0,3.0,0.001,0.0,100.0
143945,3.5,0,50.0,0.0,3.0,0.001,0.0,100.0
143945,3.5,0,50.0,0.0,3.0,0.001,0.0,100.0
143946,3.4,0,50.0,0.0,3.0,0.001,0.0,100.0
143946,3.3,0,50.0,0.0,3.0,0.001,0.0,100.0
143946,3.3,0,50.0,0.0,3.0,0.001,0.0,100.0
143946,3.2,0,50.0,0.0,3.0,0.001,0.0,100.0
143946,3.2,0,50.0,0.0,3.0,0.001,0.0,100.0
143947,3.2,0,50.0,0.0,3.0,0.001,0.0,100.0
143947,3.3,0,50.0,0.0,3.0,0.001,0.0,100.0
143947,3.4,0,50.0,0.0,3.0,0.001,0.0,100.0
143947,3.4,0,50.0,0.0,3.0,0.001,0.0,100.0
143947,3.4,0,50.0,0.0,3.0,0.001,0.0,100.0
143948,3.4,0,50.0,0.0,3.0,0.001,0.0,100.0
143948,3.4,0,50.0,0.0,3.0,0.001,0.0,100.0
143948,3.3,0,50.0,0.0,3.0,0.001,0.0,100.0
143948,3.3,0,50.0,0.0,3.0,0.001,0.0,100.0
143948,3.3,0,50.0,0.0,3.0,0.001,0.0,100.0
143949,3.2,0,50.0,0.0,3.0,0.001,0.0,100.0
143949,3.2,0,50.0,0.0,3.0,0.001,0.0,100.0
143949,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143949,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143949,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143950,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143950,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143950,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143950,3.0,0,50.0,0.0,3.0,0.001,0.0,100.0
143950,3.0,0,50.0,0.0,3.0,0.001,0.0,100.0
143951,3.0,0,50.0,0.0,3.0,0.001,0.0,100.0
143951,3.0,0,50.0,0.0,3.0,0.001,0.0,100.0
143951,3.0,0,50.0,0.0,3.0,0.001,0.0,100.0
143951,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143951,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143952,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143952,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143952,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143952,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143952,3.0,0,50.0,0.0,3.0,0.001,0.0,100.0
143953,3.0,0,50.0,0.0,3.0,0.001,0.0,100.0
143953,3.0,0,50.0,0.0,3.0,0.001,0.0,100.0
143953,3.0,0,50.0,0.0,3.0,0.001,0.0,100.0
143953,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143953,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143954,3.1,0,50.0,0.0,3.0,0.001,0.0,100.0
143954,3.0,0,50.0,0.0,3.0,0.001,0.0,100.0
143954,3.0,0,50.0,0.0,3.0,0.001,0.0,100.0
143954,3.0,0,50.0,0.0,3.0,0.001,0.0,100.0
143954,2.9,0,50.0,0.0,3.0,0.001,0.0,100.0
143955,2.9,0,50.0,0.0,3.0,0.001,0.0,100.0
143955,2.9,0,50.0,0.0,3.0,0.001,0.0,100.0
143955,2.8,0,50.0,0.0,3.0,0.001,0.0,100.0
143955,2.8,0,50.0,0.0,3.0,0.001,0.0,100.0
143955,2.7,0,50.0,0.0,3.0,0.001,0.0,100.0
143956,2.8,0,50.0,0.0,3.0,0.001,0.0,100.0
143956,2.8,0,50.0,0.0,3.0,0.001,0.0,100.0
143956,2.8,0,50.0,0.0,3.0,0.001,0.0,100.0
143956,2.9,0,50.0,0.0,3.0,0.001,0.0,100.0
