Logger Details:
Logger Type,2F8
Serial Number,KS1312011
Controller Firmware,5.3
Acquisition Firmware,5.1
Logger ID,Wind Turbine SQ2020

Job Details
Number of Analogue Channels,7
Number of Digital Channels,0
Total Number of Channels Used,7

Arm Time,07/10/2020 14:02:01
Disarm Time,07/10/2020 14:33:44
Duration,00:31:43
Job Description,Wind Turbine Logger

Channel Info
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
Sample Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
Logging Interval,,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01,00:00:01
 
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees)
07/10/2020 14:02:03,Interval,14.07,27.14,50.7,0.41,13.92,266.0,264.0
07/10/2020 14:02:04,Interval,14.00,27.04,50.4,0.40,13.92,266.0,262.0
07/10/2020 14:02:05,Interval,14.24,27.60,51.5,0.47,13.92,266.0,269.0
07/10/2020 14:02:06,Interval,15.54,27.84,51.5,0.46,13.92,266.0,271.0
07/10/2020 14:02:07,Interval,15.25,27.60,51.1,0.42,13.92,266.0,273.0
07/10/2020 14:02:08,Interval,15.31,27.86,51.6,0.44,13.92,266.0,274.0
07/10/2020 14:02:09,Interval,15.14,27.79,51.4,0.45,13.92,266.0,268.0
07/10/2020 14:02:10,Interval,15.16,27.53,51.0,0.43,13.92,266.0,270.0
07/10/2020 14:02:11,Interval,14.51,27.54,50.9,0.44,13.92,266.0,269.0
07/10/2020 14:02:12,Interval,14.51,27.42,51.1,0.41,13.92,266.0,271.0
07/10/2020 14:02:13,Interval,14.77,27.56,51.1,0.42,13.92,266.0,269.0
07/10/2020 14:02:14,Interval,14.48,27.32,50.9,0.42,13.92,266.0,268.0
07/10/2020 14:02:15,Interval,14.62,27.49,51.1,0.43,13.92,266.0,269.0
07/10/2020 14:02:16,Interval,15.43,27.74,51.3,0.45,13.92,266.0,272.0
07/10/2020 14:02:17,Interval,14.63,27.67,51.4,0.44,13.92,266.0,273.0
07/10/2020 14:02:18,Interval,14.84,27.33,50.7,0.39,13.92,266.0,268.0
07/10/2020 14:02:19,Interval,14.77,27.49,51.5,0.45,13.92,266.0,271.0
07/10/2020 14:02:20,Interval,14.44,27.69,51.1,0.42,13.92,266.0,272.0
07/10/2020 14:02:21,Interval,15.56,27.36,51.0,0.40,13.92,266.0,276.0
07/10/2020 14:02:22,Interval,14.95,27.28,50.6,0.43,13.92,266.0,274.0
07/10/2020 14:02:23,Interval,15.27,28.08,52.9,0.49,13.92,266.0,281.0
07/10/2020 14:02:24,Interval,16.86,29.37,54.4,0.54,13.92,266.0,275.0
07/10/2020 14:02:25,Interval,16.43,29.64,54.3,0.52,13.92,266.0,275.0
07/10/2020 14:02:26,Interval,15.97,29.92,55.0,0.55,13.92,266.0,281.0
07/10/2020 14:02:27,Interval,16.66,29.84,54.9,0.56,13.92,266.0,277.0
07/10/2020 14:02:28,Interval,16.26,29.86,54.8,0.55,13.92,266.0,275.0
07/10/2020 14:02:29,Interval,16.91,30.12,55.3,0.58,13.92,266.0,276.0
07/10/2020 14:02:30,Interval,16.62,29.84,54.6,0.51,13.92,266.0,273.0
07/10/2020 14:02:31,Interval,16.41,29.73,54.6,0.57,13.92,266.0,273.0
07/10/2020 14:02:32,Interval,16.18,29.78,54.8,0.54,13.92,266.0,275.0
07/10/2020 14:02:33,Interval,15.99,29.82,55.1,0.48,13.92,266.0,274.0
07/10/2020 14:02:34,Interval,15.81,29.96,55.6,0.52,13.92,266.0,274.0
07/10/2020 14:02:35,Interval,15.88,30.45,56.2,0.54,13.92,266.0,270.0
07/10/2020 14:02:36,Interval,15.89,30.30,55.7,0.50,13.92,266.0,274.0
07/10/2020 14:02:37,Interval,16.74,30.05,55.3,0.51,13.92,266.0,276.0
07/10/2020 14:02:38,Interval,16.71,29.88,55.2,0.50,13.92,266.0,276.0
07/10/2020 14:02:39,Interval,16.86,29.84,55.2,0.46,13.92,266.0,271.0
07/10/2020 14:02:40,Interval,15.72,30.33,55.7,0.51,13.92,266.0,276.0
07/10/2020 14:02:41,Interval,16.13,30.36,56.0,0.53,13.92,266.0,277.0
07/10/2020 14:02:42,Interval,16.62,30.87,56.7,0.56,13.92,266.0,280.0
07/10/2020 14:02:43,Interval,17.09,31.72,58.1,0.58,13.92,266.0,275.0
07/10/2020 14:02:44,Interval,15.99,31.50,58.0,0.53,13.92,266.0,278.0
07/10/2020 14:02:45,Interval,16.36,31.87,57.9,0.56,13.92,266.0,279.0
07/10/2020 14:02:46,Interval,16.21,31.29,57.7,0.53,13.92,266.0,280.0
07/10/2020 14:02:47,Interval,15.80,31.42,57.5,0.52,13.92,266.0,275.0
07/10/2020 14:02:48,Interval,16.21,31.65,57.9,0.57,13.92,266.0,279.0
07/10/2020 14:02:49,Interval,16.25,31.63,58.2,0.55,13.92,266.0,279.0
07/10/2020 14:02:50,Interval,17.61,32.61,59.5,0.64,13.92,266.0,277.0
07/10/2020 14:02:51,Interval,17.65,32.39,58.7,0.61,13.92,266.0,271.0
07/10/2020 14:02:52,Interval,16.43,32.41,59.2,0.63,13.92,266.0,269.0
07/10/2020 14:02:53,Interval,16.35,32.49,59.2,0.55,13.92,266.0,271.0
07/10/2020 14:02:54,Interval,16.38,32.33,59.5,0.54,13.92,266.0,270.0
07/10/2020 14:02:55,Interval,15.74,32.12,59.1,0.50,13.92,266.0,270.0
07/10/2020 14:02:56,Interval,16.06,32.51,59.3,0.52,13.92,266.0,268.0
07/10/2020 14:02:57,Interval,16.03,31.97,59.1,0.52,13.92,266.0,271.0
07/10/2020 14:02:58,Interval,15.69,32.37,59.7,0.55,13.92,266.0,269.0
07/10/2020 14:02:59,Interval,17.28,32.47,59.4,0.54,13.92,266.0,278.0
