Logger Details:,,,,,,,,,
Logger Type,2F8,,,,,,,,
Serial Number,KS1312011,,,,,,,,
Controller Firmware,5.3,,,,,,,,
Acquisition Firmware,5.1,,,,,,,,
Logger ID,Wind Turbine SQ2020,,,,,,,,
,,,,,,,,,
Job Details,,,,,,,,,
Number of Analogue Channels,7,,,,,,,,
Number of Digital Channels,0,,,,,,,,
Total Number of Channels Used,7,,,,,,,,
,,,,,,,,,
Arm Time,22/07/2020 14:04:04,,,,,,,,
Disarm Time,22/07/2020 14:13:52,,,,,,,,
Duration,0:09:48,,,,,,,,
Job Description,Wind Turbine Logger,,,,,,,,
Channel Info,,,,,,,,,
Description,,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees),
Sample Interval,,0:00:01,0:00:01,0:00:01,0:00:01,0:00:01,0:00:01,0:00:01,
Logging Interval,,0:00:01,0:00:01,0:00:01,0:00:01,0:00:01,0:00:01,0:00:01,
,,,,,,,,,
,,,,,,,,,
Date/Time,Type,Wind Speed (MPH),Shaft Speed (RPM),Gen Voltage (VDC),Gen Current (ADC),Battery Voltage (V),Nacelle Yaw (Degrees),Wind Direction (Degrees),Power (W)
22/07/2020 14:04:06,Interval,14.87,96.52,167.6,1.56,13.08,284.0,285.0,261.5
22/07/2020 14:04:07,Interval,15.51,98.26,166.8,1.89,13.08,284.0,283.0,315.3
22/07/2020 14:04:08,Interval,15.53,97.11,167.2,1.52,13.08,284.0,282.0,254.1
22/07/2020 14:04:09,Interval,15.01,96.13,167.3,1.21,13.08,284.0,286.0,202.4
22/07/2020 14:04:10,Interval,14.77,95.47,167.9,1.25,13.08,284.0,292.0,209.9
22/07/2020 14:04:11,Interval,14.46,95.27,167.7,1.07,13.08,284.0,294.0,179.4
22/07/2020 14:04:12,Interval,13.41,95.03,167.2,0.82,13.08,284.0,289.0,137.1
22/07/2020 14:04:13,Interval,12.87,95.18,167.5,1.42,13.08,284.0,283.0,237.9
22/07/2020 14:04:14,Interval,13.74,96.78,167.0,1.46,13.08,284.0,289.0,243.8
22/07/2020 14:04:15,Interval,14.42,95.10,168.2,1.07,13.08,284.0,285.0,180.0
22/07/2020 14:04:16,Interval,12.29,94.12,168.4,0.92,13.08,284.0,298.0,154.9
22/07/2020 14:04:17,Interval,12.49,93.93,167.6,0.66,13.08,284.0,296.0,110.6
22/07/2020 14:04:18,Interval,12.47,93.36,168.1,0.80,13.08,284.0,288.0,134.5
22/07/2020 14:04:19,Interval,13.17,93.79,167.4,0.78,13.08,284.0,289.0,130.6
22/07/2020 14:04:20,Interval,13.18,93.28,168.0,0.98,13.08,284.0,290.0,164.6
22/07/2020 14:04:21,Interval,12.78,93.44,167.3,0.77,13.08,284.0,286.0,128.8
22/07/2020 14:04:22,Interval,12.88,93.70,167.9,0.81,13.08,284.0,286.0,136.0
22/07/2020 14:04:23,Interval,13.84,93.93,167.5,1.02,13.08,284.0,282.0,170.9
22/07/2020 14:04:24,Interval,13.51,94.04,167.9,0.66,13.08,284.0,297.0,110.8
22/07/2020 14:04:25,Interval,13.05,95.43,167.1,1.01,13.08,284.0,291.0,168.8
22/07/2020 14:04:26,Interval,13.32,95.02,167.6,0.85,13.08,284.0,289.0,142.5
22/07/2020 14:04:27,Interval,13.30,94.31,168.3,0.91,13.08,284.0,289.0,153.2
22/07/2020 14:04:28,Interval,12.63,93.82,167.9,0.75,13.08,284.0,285.0,125.9
22/07/2020 14:04:29,Interval,13.33,93.96,167.7,0.81,13.08,284.0,284.0,135.8
22/07/2020 14:04:30,Interval,13.84,93.55,167.7,0.67,13.08,284.0,284.0,112.4
22/07/2020 14:04:31,Interval,13.54,92.77,168.5,0.52,13.08,284.0,283.0,87.6
22/07/2020 14:04:32,Interval,12.68,92.62,167.6,0.50,13.08,284.0,292.0,83.8
22/07/2020 14:04:33,Interval,11.95,92.74,168.7,0.65,13.08,284.0,294.0,109.7
22/07/2020 14:04:34,Interval,11.35,92.01,168.0,0.47,13.08,284.0,291.0,79.0
22/07/2020 14:04:35,Interval,11.18,91.70,168.3,0.31,13.08,284.0,291.0,52.2
22/07/2020 14:04:36,Interval,11.56,91.86,169.1,0.61,13.08,284.0,293.0,103.2
22/07/2020 14:04:37,Interval,11.26,93.01,168.1,0.79,13.08,284.0,296.0,132.8
22/07/2020 14:04:38,Interval,11.50,93.31,167.3,0.72,13.08,284.0,299.0,120.5
22/07/2020 14:04:39,Interval,12.51,92.90,168.2,0.56,13.08,284.0,293.0,94.2
22/07/2020 14:04:40,Interval,11.16,92.49,168.1,0.69,13.08,284.0,289.0,116.0
22/07/2020 14:04:41,Interval,11.29,92.04,168.1,0.62,13.08,284.0,287.0,104.2
22/07/2020 14:04:42,Interval,11.05,92.78,168.2,0.63,13.08,284.0,282.0,106.0
22/07/2020 14:04:43,Interval,10.88,92.73,168.1,0.03,13.08,284.0,281.0,5.0
22/07/2020 14:04:44,Interval,11.86,104.36,177.5,1.35,13.08,284.0,282.0,239.6
22/07/2020 14:04:45,Interval,15.52,106.96,178.7,1.41,13.08,284.0,283.0,252.0
22/07/2020 14:04:46,Interval,14.41,106.21,178.5,1.47,13.08,284.0,286.0,262.4
22/07/2020 14:04:47,Interval,14.51,105.16,178.1,1.04,13.08,284.0,275.0,185.2
22/07/2020 14:04:48,Interval,14.66,104.37,178.1,0.78,13.08,284.0,279.0,138.9
22/07/2020 14:04:49,Interval,14.63,103.79,178.5,1.02,13.08,284.0,265.0,182.1
22/07/2020 14:04:50,Interval,14.10,104.21,179.1,1.14,13.08,284.0,274.0,204.2
22/07/2020 14:04:51,Interval,13.39,104.92,179.6,1.46,13.08,284.0,276.0,262.2
22/07/2020 14:04:52,Interval,13.46,105.24,178.6,1.07,13.08,284.0,282.0,191.1
22/07/2020 14:04:53,Interval,13.97,104.74,178.1,0.95,13.08,284.0,277.0,169.2
22/07/2020 14:04:54,Interval,14.43,105.19,178.6,1.18,13.08,284.0,272.0,210.7
22/07/2020 14:04:55,Interval,14.37,105.21,178.2,1.32,13.08,284.0,280.0,235.2
22/07/2020 14:04:56,Interval,14.55,104.87,178.1,1.23,13.08,284.0,276.0,219.1
22/07/2020 14:04:57,Interval,14.45,104.13,178.3,0.86,13.08,284.0,277.0,153.3
22/07/2020 14:04:58,Interval,13.19,103.08,178.9,0.98,13.08,284.0,275.0,175.3
22/07/2020 14:04:59,Interval,12.80,102.53,179.2,0.68,13.08,284.0,273.0,121.9
22/07/2020 14:05:00,Interval,12.91,103.63,178.4,1.24,13.08,284.0,277.0,221.2
22/07/2020 14:05:01,Interval,14.08,104.60,179.0,1.06,13.08,284.0,279.0,189.7
22/07/2020 14:05:02,Interval,14.21,105.44,177.8,1.05,13.08,284.0,276.0,186.7
22/07/2020 14:05:03,Interval,13.92,103.57,179.3,0.99,13.08,284.0,274.0,177.5
22/07/2020 14:05:04,Interval,13.21,102.69,178.7,0.69,13.08,284.0,275.0,123.3
22/07/2020 14:05:05,Interval,12.91,103.42,179.8,0.99,13.08,284.0,273.0,178.0
22/07/2020 14:05:06,Interval,13.17,103.45,179.0,0.84,13.08,284.0,270.0,150.4
22/07/2020 14:05:07,Interval,13.34,102.92,178.2,0.73,13.08,284.0,273.0,130.1
22/07/2020 14:05:08,Interval,12.86,101.84,179.6,0.60,13.08,284.0,271.0,107.8
22/07/2020 14:05:09,Interval,12.65,102.84,177.6,0.68,13.08,284.0,271.0,120.8
22/07/2020 14:05:10,Interval,12.79,102.56,179.2,0.56,13.08,284.0,270.0,100.4
22/07/2020 14:05:11,Interval,12.26,102.21,179.9,0.55,13.08,284.0,267.0,98.9
22/07/2020 14:05:12,Interval,12.44,102.61,178.7,0.50,13.08,284.0,269.0,89.4
22/07/2020 14:05:13,Interval,12.61,102.67,179.1,0.50,13.08,284.0,270.0,89.6
22/07/2020 14:05:14,Interval,12.61,102.08,179.8,0.74,13.08,284.0,271.0,133.1
22/07/2020 14:05:15,Interval,12.18,102.91,178.6,0.61,13.08,284.0,274.0,108.9
22/07/2020 14:05:16,Interval,11.47,102.31,178.8,0.45,13.08,284.0,270.0,80.5
22/07/2020 14:05:17,Interval,10.87,101.66,180.9,0.66,13.08,284.0,271.0,119.4
22/07/2020 14:05:18,Interval,10.98,101.75,179.2,0.58,13.08,284.0,267.0,103.9
22/07/2020 14:05:19,Interval,11.45,102.54,179.5,0.79,13.08,284.0,263.0,141.8
22/07/2020 14:05:20,Interval,12.13,102.90,179.1,0.74,13.08,284.0,258.0,132.5
22/07/2020 14:05:21,Interval,12.88,102.56,180.0,0.73,13.08,284.0,256.0,131.4
22/07/2020 14:05:22,Interval,12.83,101.89,178.7,0.68,13.08,284.0,260.0,121.5
22/07/2020 14:05:23,Interval,11.91,101.28,179.6,0.27,13.08,284.0,257.0,48.5
22/07/2020 14:05:24,Interval,11.92,102.03,179.7,0.28,13.08,284.0,264.0,50.3
22/07/2020 14:05:25,Interval,11.59,101.71,179.7,0.55,13.08,284.0,271.0,98.8
22/07/2020 14:05:26,Interval,11.67,102.29,179.7,0.67,13.08,284.0,269.0,120.4
22/07/2020 14:05:27,Interval,11.88,101.82,179.2,0.52,13.08,284.0,269.0,93.2
22/07/2020 14:05:28,Interval,12.07,102.24,180.0,0.71,13.08,284.0,268.0,127.8
22/07/2020 14:05:29,Interval,12.88,102.61,178.7,0.84,13.08,284.0,263.0,150.1
22/07/2020 14:05:30,Interval,13.26,102.91,179.1,0.67,13.08,284.0,262.0,120.0
22/07/2020 14:05:31,Interval,13.23,103.36,179.2,1.06,13.08,284.0,258.0,190.0
